,Name,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MidSeasonTrade,"Career high, Points","Career high, Rebounds","Career high, Assists","Career high, Steals","Career high, Blocks","Career high, Game Score",Triple-Doubles,College,Image URL,All Star Games,Championships,HOF,Pick #,Draft Year
0,Shai Gilgeous-Alexander,2018-19,20.0,['LAC' 'OKC'],NBA,PG,82.0,73.0,35.5,10.4,20.3,0.51,2.0,5.3,0.418,9.5,17.8,0.547,0.571,9.8,10.9,0.905,0.9,5.2,5.9,5.9,1.6,1.0,3.0,2.8,31.4,0,44.0,20.0,14.0,5.0,4.0,41.7,2.0,['KENTUCKY'],https://www.basketball-reference.com/req/202106291/images/headshots/gilgesh01.jpg,1,0,0,11,2018
0,Bill Gabor,1949-50,27.0,['SYR'],NBA,SG,69.0,,19.9,4.2,12.2,0.37,,,,,,,,3.1,4.1,0.776,,,2.5,3.7,,,,3.8,11.3,0,32.0,8.0,8.0,,,,,['SYRACUSE'],,1,0,0,,1948
0,Rubén Garcés,2000-01,27.0,['TOT' 'PHO' 'GSW'],NBA,PF,13.0,0.0,6.2,0.7,2.3,0.467,0.0,0.0,,0.7,2.3,0.467,0.467,0.2,0.8,0.25,1.3,1.0,2.3,0.4,0.3,0.3,0.5,1.4,1.6,1,6.0,11.0,1.0,1.0,1.0,4.6,,['PROVIDENCE'],,0,0,0,,
0,A.J. Guyton,2000-01,22.0,['CHI' 'GSW'],NBA,PG,45.0,8.0,19.1,2.4,5.8,0.406,1.0,2.7,0.391,1.5,3.7,0.415,0.477,0.5,0.6,0.833,0.3,0.8,1.1,1.9,0.5,0.2,0.8,1.1,6.0,0,24.0,5.0,7.0,2.0,2.0,20.7,,['INDIANA'],,0,0,0,3,2000
0,Chuck Gardner,1967-68,23.0,['DNR'],ABA,PF,42.0,,11.6,1.7,4.2,0.406,0.0,0.1,0.0,1.7,4.1,0.415,0.406,1.3,1.9,0.696,,,3.2,0.3,,,1.2,1.8,4.7,0,19.0,8.0,,,,,,['COLORADO'],,0,0,0,3,1966
0,Glen Gondrezick,1977-78,22.0,['NYK' 'DEN'],NBA,SF,80.0,2.0,21.4,3.1,6.2,0.517,0.0,0.1,0.333,3.1,6.2,0.521,0.521,2.0,2.7,0.818,2.0,3.7,5.7,1.9,1.3,0.5,1.3,3.0,8.3,0,27.0,16.0,8.0,6.0,3.0,32.7,,['UNLV'],,0,0,0,4,1977
0,Brian Grant,1994-95,22.0,['SAC' 'POR' 'MIA' 'LAL' 'PHO'],NBA,PF,82.0,82.0,33.8,5.9,12.3,0.511,0.1,0.2,0.5,5.9,12.3,0.513,0.511,3.8,4.7,0.875,3.6,7.3,10.2,1.9,0.8,1.5,2.4,3.7,15.2,0,34.0,24.0,7.0,5.0,6.0,36.6,,['XAVIER'],https://www.basketball-reference.com/req/202106291/images/headshots/grantbr01.jpg,0,0,0,8,1994
0,Steve Goodrich,2000-01,24.0,['CHI' 'NJN'],NBA,PF,12.0,0.0,11.1,0.6,1.5,0.389,0.1,0.3,0.333,0.5,1.3,0.4,0.417,0.3,0.6,0.571,0.6,1.2,1.8,0.6,0.2,0.2,0.7,1.2,1.6,0,4.0,7.0,4.0,1.0,2.0,5.3,,['PRINCETON'],,0,0,0,,
0,Si Green,1956-57,23.0,['ROC' 'TOT' 'CIN' 'STL' 'CHP' 'CHZ' 'BAL' 'BOS'],NBA,SG,76.0,,37.1,5.3,14.1,0.415,,,,,,,,3.8,5.3,0.8,,,7.0,5.8,,,,3.8,13.8,1,29.0,21.0,19.0,,,,2.0,['DUQUESNE'],,0,0,0,1,1956
0,Anthony Goldwire,1995-96,24.0,['CHH' 'TOT' 'DEN' 'SAS' 'WAS' 'MIN' 'NJN' 'DET' 'MIL' 'LAC'],NBA,PG,82.0,32.0,27.0,3.3,7.8,0.571,1.2,3.0,1.0,2.5,5.8,0.5,0.643,1.8,2.3,1.0,0.5,1.8,2.1,4.6,1.0,0.1,1.5,1.9,9.2,1,22.0,9.0,15.0,4.0,1.0,24.8,,['HOUSTON'],,0,0,0,25,1994
0,Mickaël Gelabale,2006-07,23.0,['SEA' 'MIN'],NBA,SF,70.0,14.0,17.9,2.0,4.0,0.518,0.4,1.4,0.432,1.6,3.1,0.644,0.576,0.9,1.2,0.875,0.9,1.9,2.8,0.8,0.4,0.3,0.7,1.5,5.0,0,21.0,9.0,7.0,3.0,2.0,18.0,,,https://www.basketball-reference.com/req/202106291/images/headshots/gelabmi01.jpg,0,0,0,18,2005
0,Dean Garrett,1989-90,23.0,['MIN' 'DEN' 'TOT' 'GSW'],Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),82.0,82.0,32.1,3.3,6.9,0.573,0.0,0.0,,3.3,6.9,0.573,0.573,1.4,2.1,0.745,2.8,5.1,7.9,1.1,0.7,1.6,1.0,2.4,8.0,1,25.0,21.0,4.0,4.0,7.0,24.4,,['INDIANA'],https://www.basketball-reference.com/req/202106291/images/headshots/garrede01.jpg,0,0,0,13,1988
0,Coulby Gunther,1946-47,23.0,['PIT' 'STB'],BAA,,52.0,,,4.9,14.5,0.336,,,,,,,,4.3,6.8,0.644,,,,1.0,,,,2.3,14.1,0,32.0,,2.0,,,,,,,0,0,0,,
0,Leo Gottlieb,1946-47,26.0,['NYK'],BAA,,57.0,,,2.6,8.7,0.302,,,,,,,,0.6,1.0,0.655,,,,0.4,,,,1.3,5.9,0,22.0,,1.0,,,,,,,0,0,0,,
0,Richie Guerin,1956-57,24.0,['NYK' 'TOT' 'STL' 'ATL'],NBA,SG,80.0,,42.9,10.8,24.3,0.688,,,,,,,,8.0,9.8,1.0,,,7.9,6.9,,,,3.9,29.5,1,57.0,19.0,21.0,,,,16.0,['IONA'],https://www.basketball-reference.com/req/202106291/images/headshots/gueriri01.jpg,6,0,0,8,1954
0,Pau Gasol,2001-02,21.0,['MEM' 'TOT' 'LAL' 'CHI' 'SAS' 'MIL'],NBA,PF,82.0,82.0,39.2,7.8,14.9,0.589,0.9,1.6,0.538,7.8,14.8,0.59,0.589,5.3,7.7,0.823,3.7,9.0,11.8,4.6,0.7,2.1,2.9,2.7,20.8,1,46.0,22.0,14.0,4.0,9.0,38.9,10.0,,https://www.basketball-reference.com/req/202106291/images/headshots/gasolpa01.jpg,6,2,0,3,2001
0,Taurean Green,2007-08,21.0,['TOT' 'POR' 'DEN'],NBA,"PG,SG",17.0,0.0,5.5,0.5,2.0,0.333,0.1,1.0,0.333,0.4,1.0,0.375,0.389,1.0,1.0,1.0,0.0,0.7,0.7,1.0,0.1,0.0,0.9,0.4,2.1,1,6.0,3.0,2.0,1.0,,4.4,,['FLORIDA'],,0,0,0,22,2007
0,Gary Grant,1988-89,23.0,['LAC' 'NYK' 'MIA' 'POR'],NBA,PG,78.0,65.0,34.8,5.5,11.8,0.714,0.5,1.6,0.368,5.4,11.4,0.714,0.714,2.0,2.6,0.857,1.3,3.1,4.4,10.0,2.5,0.2,4.7,2.8,13.1,0,31.0,11.0,21.0,8.0,3.0,28.1,1.0,['MICHIGAN'],,0,0,0,15,1988
0,Earl Gardner,1948-49,25.0,['MNL'],BAA,,50.0,,,0.8,2.0,0.376,,,,,,,,0.3,0.6,0.464,,,,0.4,,,,1.0,1.8,0,12.0,,,,,,,,,0,1,0,,1948
0,Patricio Garino,2016-17,23.0,['ORL'],NBA,SG,5.0,0.0,8.6,0.0,1.4,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,,0.2,1.2,1.4,0.0,0.0,0.0,0.6,0.8,0.0,0,,4.0,,,,0.0,,['GEORGEWASH'],https://www.basketball-reference.com/req/202106291/images/headshots/garinpa01.jpg,0,0,0,,
0,John Greig,1982-83,21.0,['SEA'],NBA,SF,9.0,0.0,2.9,0.8,1.4,0.538,0.0,0.0,,0.8,1.4,0.538,0.538,0.6,0.7,0.833,0.2,0.4,0.7,0.0,0.0,0.1,0.2,0.4,2.1,0,8.0,2.0,,,1.0,4.6,,['OREGON'],,0,0,0,19,1982
0,J.R. Giddens,2008-09,23.0,['BOS' 'TOT' 'NYK'],NBA,SF,32.0,1.0,12.7,1.7,3.5,0.667,0.0,0.7,0.0,1.7,2.8,0.667,0.667,0.6,1.0,0.636,1.1,1.7,2.8,0.6,0.5,0.1,0.9,1.7,4.1,1,10.0,9.0,2.0,2.0,1.0,9.0,,['KANSAS' 'NMEXICO'],,0,0,0,30,2008
0,Eric Gordon,2008-09,20.0,['LAC' 'NOH' 'NOP' 'HOU' 'TOT'],NBA,SG,78.0,65.0,37.7,7.6,16.9,0.475,3.3,8.8,0.448,5.9,11.8,0.573,0.597,5.4,7.2,0.888,0.8,2.6,2.9,4.4,1.4,0.5,2.8,2.4,22.3,1,50.0,8.0,11.0,5.0,3.0,43.2,,['INDIANA'],https://www.basketball-reference.com/req/202106291/images/headshots/gordoer01.jpg,0,0,0,7,2008
0,Jacob Gilyard,2022-23,24.0,['MEM'],NBA,PG,1.0,0.0,41.0,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,,0.5,0.0,0.0,,0.0,4.0,4.0,7.0,3.0,0.0,2.0,3.0,3.0,0,3.0,4.0,7.0,3.0,,7.2,,['RICHMOND'],https://www.basketball-reference.com/req/202106291/images/headshots/gilyaja01.jpg,0,0,0,,
0,Thomas Gardner,2007-08,22.0,['CHI' 'ATL'],NBA,SG,16.0,0.0,11.3,2.3,5.8,0.391,0.8,3.0,0.25,1.5,2.8,0.545,0.457,0.1,0.5,0.5,0.8,0.4,1.0,0.3,0.3,0.1,1.0,1.0,5.3,0,14.0,3.0,1.0,4.0,1.0,3.1,,['MISSOURI'],,0,0,0,,
0,Marcin Gortat,2005-06,21.0,['ORL' 'TOT' 'PHO' 'WAS' 'LAC'],Did Not Play (other pro league—Germany),Did Not Play (other pro league—Germany),82.0,82.0,32.8,6.5,11.7,0.579,0.0,0.1,1.0,6.5,11.6,0.58,0.579,2.5,3.8,0.731,3.0,7.5,10.4,1.8,0.7,1.6,1.6,2.6,15.4,1,31.0,20.0,7.0,4.0,7.0,27.9,,,https://www.basketball-reference.com/req/202106291/images/headshots/gortama01.jpg,0,0,0,27,2005
0,Mike Gminski,1980-81,21.0,['NJN' 'TOT' 'PHI' 'CHH' 'MIL'],NBA,C,82.0,82.0,37.6,6.8,14.2,0.517,0.0,0.3,0.333,6.8,14.1,0.518,0.517,4.5,5.1,0.938,3.5,7.0,10.5,2.0,1.0,1.8,2.4,2.3,17.2,1,41.0,22.0,9.0,5.0,8.0,39.9,,['DUKE'],https://www.basketball-reference.com/req/202106291/images/headshots/gminsmi01.jpg,0,0,0,7,1980
0,Darrell Griffith,1980-81,22.0,['UTA'],NBA,SG,82.0,82.0,36.2,9.8,20.4,0.49,1.2,3.3,0.372,9.3,18.5,0.518,0.525,2.8,4.0,0.78,1.6,3.1,4.4,3.5,1.8,0.5,3.3,2.7,22.6,0,41.0,13.0,10.0,6.0,3.0,34.0,,['LOUISVILLE'],https://www.basketball-reference.com/req/202106291/images/headshots/griffda01.jpg,0,0,0,2,1980
0,Josh Grant,1993-94,26.0,['GSW'],NBA,PF,53.0,0.0,7.2,1.1,2.8,0.404,0.3,1.2,0.279,0.8,1.6,0.494,0.462,0.4,0.5,0.759,0.5,1.2,1.7,0.5,0.3,0.2,0.6,1.2,3.0,0,16.0,7.0,3.0,4.0,1.0,14.8,,['UTAH'],,0,0,0,16,1993
0,Gerald Glass,1990-91,23.0,['MIN' 'TOT' 'DET' 'NJN' 'CHH'],NBA,SF,75.0,41.0,24.3,5.1,11.6,0.44,0.2,0.7,0.296,4.9,10.9,0.5,0.449,1.0,1.7,1.0,1.4,2.0,3.5,2.3,0.9,0.4,1.4,2.3,11.5,1,32.0,13.0,7.0,5.0,2.0,24.8,,['DELTAST' 'OLEMISS'],,0,0,0,20,1990
0,Josh Green,2020-21,20.0,['DAL'],NBA,SG,67.0,21.0,25.7,3.4,6.4,0.537,1.1,2.8,0.402,2.3,3.6,0.643,0.626,1.1,1.6,0.723,0.9,2.1,3.0,1.7,0.7,0.2,1.2,2.6,9.1,0,29.0,12.0,10.0,4.0,2.0,23.9,,['ARIZONA'],https://www.basketball-reference.com/req/202106291/images/headshots/greenjo02.jpg,0,0,0,18,2020
0,Harvey Grant,1988-89,23.0,['WSB' 'POR' 'WAS' 'PHI'],NBA,PF,81.0,76.0,37.3,7.9,16.0,0.498,0.4,1.1,0.315,7.9,15.8,0.502,0.498,3.0,4.2,0.8,2.5,4.9,7.2,2.8,1.2,0.8,1.7,3.0,18.6,0,41.0,16.0,8.0,6.0,6.0,33.0,,['CLEMSON' 'OKLAHOMA'],https://www.basketball-reference.com/req/202106291/images/headshots/grantha01.jpg,0,0,0,12,1988
0,Stewart Granger,1983-84,22.0,['CLE' 'ATL' 'NYK'],NBA,PG,56.0,13.0,13.2,1.7,4.0,0.429,0.1,0.2,0.308,1.7,3.8,0.437,0.438,0.9,1.3,0.818,0.4,0.8,1.1,2.4,0.5,0.1,1.5,1.7,4.5,0,16.0,4.0,9.0,2.0,1.0,14.7,,['VILLANOVA'],,0,0,0,24,1983
0,Mike Glenn,1977-78,22.0,['BUF' 'NYK' 'ATL' 'MIL'],NBA,SG,82.0,5.0,18.8,3.9,6.8,0.588,0.0,0.1,0.5,3.8,6.8,0.591,0.588,1.3,1.8,0.959,0.4,1.4,1.5,2.1,0.9,0.1,0.9,1.8,8.6,0,31.0,6.0,8.0,5.0,2.0,28.6,,['SILLINOIS'],,0,0,0,1,1977
0,Josh Gray,2017-18,24.0,['PHO' 'NOP'],NBA,PG,5.0,0.0,17.2,2.2,8.2,0.5,0.6,2.6,0.231,1.6,5.6,0.5,0.5,1.4,2.2,0.636,0.5,1.6,2.0,2.4,1.6,0.4,2.5,1.6,6.4,0,9.0,4.0,7.0,4.0,1.0,7.6,,['TXTECH' 'LSU'],https://www.basketball-reference.com/req/202106291/images/headshots/grayjo01.jpg,0,0,0,,
0,Elmer Gainer,1947-48,29.0,['BLB' 'WAT'],BAA,,15.0,,,0.6,2.3,0.257,,,,,,,,0.6,1.2,0.75,,,,0.6,,,,1.9,1.6,0,6.0,,2.0,,,,,,,0,0,0,,1947
0,Ben Gordon,2004-05,21.0,['CHI' 'DET' 'CHA' 'ORL'],NBA,SG,82.0,76.0,36.6,7.4,16.3,0.455,2.1,5.1,0.435,5.5,11.7,0.476,0.521,4.6,5.4,0.908,0.7,2.8,3.5,3.6,0.9,0.3,3.0,3.1,21.4,0,48.0,9.0,9.0,4.0,2.0,38.0,,['UCONN'],https://www.basketball-reference.com/req/202106291/images/headshots/gordobe01.jpg,0,0,0,3,2004
0,Chris Garner,1997-98,22.0,['TOR' 'GSW'],NBA,PG,38.0,0.0,18.6,0.9,4.6,0.329,0.1,0.9,0.286,0.9,3.8,0.339,0.357,0.6,0.8,0.833,0.3,1.3,1.5,2.3,0.9,0.1,1.1,2.3,2.4,0,13.0,4.0,7.0,3.0,1.0,11.4,,['MEMPHIS'],,0,0,0,,
0,Marcus Garrett,2021-22,23.0,['MIA'],NBA,SG,12.0,0.0,10.7,0.4,1.8,0.238,0.1,0.3,0.25,0.3,1.4,0.235,0.262,0.2,0.4,0.4,0.8,1.2,1.9,0.6,0.4,0.3,0.2,1.3,1.1,0,5.0,5.0,2.0,3.0,1.0,4.8,,['KANSAS'],https://www.basketball-reference.com/req/202106291/images/headshots/garrema01.jpg,0,0,0,,
0,Pétur Guðmundsson,1981-82,23.0,['POR' 'LAL' 'SAS'],NBA,C,69.0,9.0,16.0,2.5,5.0,0.541,0.0,0.0,1.0,2.5,5.0,0.541,0.541,2.3,3.4,0.807,2.1,3.3,4.8,1.2,0.4,0.9,1.6,3.1,7.3,0,21.0,15.0,5.0,2.0,4.0,20.3,,['WASHINGTON'],,0,0,0,15,1981
0,Sylvester Gray,1988-89,21.0,['MIA'],NBA,SF,55.0,15.0,22.2,3.0,7.2,0.42,0.0,0.1,0.25,3.0,7.2,0.421,0.421,1.9,2.8,0.673,2.1,3.1,5.2,2.1,0.7,0.5,1.9,2.6,8.0,0,25.0,14.0,7.0,3.0,2.0,21.9,,['MEMPHIS'],,0,0,0,10,1988
0,Rowland Garrett,1972-73,22.0,['CHI' 'TOT' 'CLE' 'MIL'],NBA,SF,70.0,,23.1,4.1,9.4,0.481,,,,,,,,2.7,3.1,0.864,1.9,3.4,5.4,0.6,0.6,0.3,,2.3,10.9,1,22.0,16.0,3.0,3.0,3.0,,,['FLORIDAST'],,0,0,0,15,1972
0,Dan Godfread,1990-91,23.0,['MIN' 'HOU'],NBA,C,10.0,0.0,2.0,0.5,1.2,0.417,0.0,0.1,0.0,0.5,1.1,0.455,0.417,0.3,0.4,0.75,0.0,0.2,0.2,0.0,0.1,0.4,0.0,0.5,1.3,0,4.0,1.0,,1.0,2.0,4.0,,['EVANSVILLE'],,0,0,0,,
0,Paul George,2010-11,20.0,['IND' 'OKC' 'LAC'],NBA,SG,81.0,81.0,37.6,9.2,21.0,0.467,3.8,9.8,0.412,5.7,12.2,0.537,0.557,5.9,7.0,0.898,1.4,6.8,8.2,5.7,2.2,0.6,4.1,2.9,28.0,0,48.0,17.0,12.0,8.0,4.0,43.4,4.0,['FRESNOST'],https://www.basketball-reference.com/req/202106291/images/headshots/georgpa01.jpg,8,0,0,10,2010
0,Jim Garvin,1973-74,23.0,['BUF'],NBA,PF,6.0,,1.8,0.2,0.7,0.25,,,,,,,,0.0,0.0,,0.2,0.7,0.8,0.0,0.0,0.0,,0.2,0.3,0,2.0,2.0,,,,,,['BOSTONUNIV'],,0,0,0,2,1973
0,Dee Gibson,1949-50,26.0,['TRI'],NBA,,44.0,,,1.8,5.6,0.314,,,,,,,,2.9,4.0,0.718,,,,2.9,,,,2.6,6.4,0,16.0,,3.0,,,,,['WKENTUCKY'],,0,0,0,,1948
0,Normie Glick,1949-50,22.0,['MNL'],NBA,,1.0,,,1.0,1.0,1.0,,,,,,,,0.0,0.0,,,,,0.0,,,,1.0,2.0,0,2.0,,,,,,,,,0,0,0,,
0,Jack Garfinkel,1946-47,28.0,['BOS'],BAA,,43.0,,,2.7,8.8,0.3,,,,,,,,1.1,1.6,0.761,,,,1.9,,,,2.1,6.1,0,18.0,,6.0,,,,,,,0,0,0,,
0,Bill Garner,1967-68,27.0,['ANA'],ABA,C,53.0,,9.7,0.5,1.9,0.272,0.0,0.0,0.0,0.5,1.9,0.275,0.272,0.5,0.9,0.5,,,2.2,0.5,,,0.9,1.9,1.5,0,6.0,4.0,,,,,,['PORTLAND'],,0,0,0,8,1962
0,Kenny Green,1985-86,21.0,['TOT' 'WSB' 'PHI'],NBA,SF,41.0,0.0,11.1,2.2,5.1,0.436,0.0,0.1,0.0,2.2,5.0,0.44,0.436,1.1,1.3,0.808,0.9,1.2,1.9,0.4,0.2,0.4,0.9,1.3,5.5,1,20.0,7.0,2.0,2.0,2.0,14.9,,['WAKE'],,0,0,0,12,1985
0,Gerald Green,2005-06,20.0,['BOS' 'TOT' 'MIN' 'HOU' 'DAL' 'NJN' 'IND' 'PHO' 'MIA'],NBA,SG,82.0,48.0,28.4,5.5,12.3,1.0,2.7,7.3,0.4,3.6,6.8,1.0,1.0,2.4,2.8,0.85,2.0,3.0,3.5,1.5,0.9,0.5,1.8,2.7,15.8,1,41.0,12.0,6.0,5.0,4.0,32.0,,,https://www.basketball-reference.com/req/202106291/images/headshots/greenge01.jpg,0,0,0,18,2005
0,Alex Groza,1949-50,23.0,['INO'],NBA,,66.0,,,8.1,17.0,0.478,,,,,,,,7.1,9.7,0.786,,,10.7,2.5,,,,3.6,23.4,0,43.0,23.0,3.0,,,,,['KENTUCKY'],,1,0,0,2,1949
0,Draymond Green,2012-13,22.0,['GSW'],NBA,SF,82.0,81.0,34.7,5.0,10.1,0.527,1.4,4.2,0.388,3.7,6.9,0.612,0.57,2.8,4.1,0.818,1.7,7.8,9.5,8.9,2.0,1.4,3.2,3.2,14.0,0,31.0,20.0,19.0,10.0,6.0,37.6,31.0,['MICHIGANST'],https://www.basketball-reference.com/req/202106291/images/headshots/greendr01.jpg,4,4,0,5,2012
0,Orien Greene,2005-06,23.0,['BOS' 'IND' 'SAC' 'NJN'],NBA,PG,80.0,5.0,15.4,1.3,3.2,0.5,0.1,0.5,0.225,1.1,2.7,0.5,0.5,0.6,0.9,0.662,0.5,1.4,1.8,1.6,1.0,0.1,1.4,2.3,3.2,0,14.0,8.0,6.0,5.0,1.0,14.4,,['FLORIDA' 'ULALA'],https://www.basketball-reference.com/req/202106291/images/headshots/greenor01.jpg,0,0,0,23,2005
0,Stuart Gray,1984-85,21.0,['IND' 'TOT' 'CHH' 'NYK'],NBA,C,74.0,3.0,11.9,1.2,2.6,0.5,0.0,0.2,0.0,1.2,2.6,0.5,0.5,0.7,1.1,1.0,1.2,2.4,3.4,0.6,0.3,0.6,1.0,2.1,3.0,1,15.0,16.0,3.0,3.0,4.0,14.9,,['UCLA'],,0,0,0,5,1984
0,Greg Griffin,1977-78,25.0,['PHO'],NBA,SF,36.0,,11.7,1.7,4.7,0.361,,,,,,,,0.6,1.0,0.639,1.2,1.6,2.9,0.7,0.4,0.0,1.1,1.6,4.0,0,15.0,9.0,3.0,2.0,,13.7,,['IDAHOST'],,0,0,0,5,1977
0,Travis Grant,1972-73,23.0,['LAL' 'TOT' 'SDA' 'KEN' 'INA'],NBA,SF,59.0,,37.7,10.9,20.0,0.544,0.0,0.1,0.5,10.8,19.9,0.545,0.545,3.4,4.1,0.885,2.2,4.0,6.2,1.8,0.8,0.4,2.2,3.0,25.2,1,44.0,16.0,7.0,4.0,1.0,,,,,0,0,0,13,1972
0,Leonard Gray,1974-75,23.0,['SEA' 'TOT' 'WSB'],NBA,PF,83.0,,32.4,6.0,12.6,0.489,,,,,,,,2.4,3.1,0.756,1.8,4.6,6.4,3.1,1.1,0.5,,3.9,13.8,1,33.0,18.0,10.0,5.0,3.0,,1.0,['LONGBEACH'],,0,0,0,10,1973
0,Wyndol Gray,1946-47,24.0,['BOS' 'TOT' 'PRO' 'STB'],BAA,,55.0,,,2.5,8.7,0.292,,,,,,,,1.3,2.3,0.581,,,,0.9,,,,1.9,6.4,1,17.0,,,,,,,,,0,0,0,,
0,Gus Gerard,1974-75,21.0,['SSL' 'TOT' 'DNA' 'DEN' 'BUF' 'DET' 'KCK' 'SAS'],ABA,SF,84.0,,32.2,6.6,14.5,0.481,0.1,0.2,0.5,6.6,14.5,0.481,0.481,2.9,3.6,0.8,3.4,4.4,7.8,2.3,1.0,1.3,2.5,3.3,15.7,1,37.0,19.0,7.0,4.0,5.0,22.9,,['VIRGINIA'],,1,0,0,14,1975
0,Treveon Graham,2016-17,23.0,['CHO' 'BRK' 'TOT' 'MIN' 'ATL'],NBA,SG,63.0,21.0,20.4,1.9,5.5,0.475,1.1,3.7,0.6,1.3,2.8,0.457,0.588,0.8,1.1,0.818,1.0,2.4,3.1,1.0,0.5,0.2,0.6,2.0,5.3,1,21.0,7.0,5.0,4.0,3.0,16.2,,['VCU'],https://www.basketball-reference.com/req/202106291/images/headshots/grahatr01.jpg,0,0,0,,
0,Jorge Gutiérrez,2013-14,25.0,['BRK' 'TOT' 'MIL' 'CHO'],NBA,PG,20.0,2.0,16.3,1.7,3.6,0.556,0.2,0.8,0.25,1.5,2.8,0.667,0.556,0.8,1.0,0.909,0.5,1.3,1.8,2.0,0.7,0.1,0.9,2.5,4.1,1,13.0,4.0,5.0,3.0,1.0,12.3,,['CALIFORNIA'],https://www.basketball-reference.com/req/202106291/images/headshots/gutiejo01.jpg,0,0,0,,
0,Danny Green,2009-10,22.0,['CLE' 'SAS' 'TOR' 'LAL' 'PHI' 'TOT' 'MEM'],NBA,SG,81.0,80.0,28.5,4.0,9.1,0.5,2.5,6.3,0.455,1.7,3.7,0.667,0.671,1.4,1.6,1.0,0.8,3.6,4.2,2.0,1.3,1.1,1.2,2.1,11.7,1,33.0,12.0,7.0,5.0,6.0,27.4,,['UNC'],https://www.basketball-reference.com/req/202106291/images/headshots/greenda02.jpg,0,3,0,16,2009
0,Harry Giles,2018-19,20.0,['SAC' 'POR'],NBA,PF,58.0,17.0,14.5,3.0,6.0,0.554,0.2,0.6,0.348,3.0,5.9,0.558,0.554,1.0,1.6,0.776,1.1,3.2,4.1,1.5,0.5,0.4,1.3,2.6,7.0,0,23.0,12.0,6.0,4.0,3.0,21.0,,['DUKE'],https://www.basketball-reference.com/req/202106291/images/headshots/gilesha01.jpg,0,0,0,20,2017
0,Dick Gibbs,1971-72,23.0,['HOU' 'TOT' 'KCO' 'SEA' 'WSB' 'BUF'],NBA,SF,72.0,,21.5,4.3,9.9,0.431,,,,,,,,2.3,2.8,0.833,1.3,1.9,3.1,1.1,0.5,0.3,,2.7,10.8,1,30.0,14.0,5.0,3.0,1.0,,,['UTEP'],,0,0,0,14,1971
0,Tate George,1990-91,22.0,['NJN' 'MIL'],NBA,PG,70.0,11.0,14.8,2.4,5.5,0.427,0.0,0.3,0.167,2.3,5.4,0.5,0.429,1.2,1.5,1.0,0.5,1.0,1.5,2.3,0.6,0.1,1.2,1.4,6.0,0,22.0,8.0,10.0,4.0,1.0,26.4,,['UCONN'],,0,0,0,22,1990
0,Al Guokas,1949-50,24.0,['TOT' 'DNN' 'PHW'],NBA,,57.0,,,2.1,6.6,0.317,,,,,,,,0.6,1.1,1.0,,,,2.1,,,,2.8,4.8,1,15.0,,3.0,,,,,,,0,0,0,,
0,Butch Graves,1984-85,23.0,['CLE'],NBA,SG,4.0,0.0,2.8,0.5,1.5,0.333,0.0,0.3,0.0,0.5,1.3,0.4,0.333,0.3,1.3,0.2,0.0,0.5,0.5,0.3,0.3,0.0,0.3,1.0,1.3,0,3.0,2.0,1.0,1.0,,1.6,,['YALE'],,0,0,0,21,1984
0,Derrick Gervin,1985-86,22.0,['NJN'],Did Not Play (other pro league—CBA),Did Not Play (other pro league—CBA),56.0,4.0,16.1,4.4,9.4,0.472,0.1,0.5,0.25,4.4,9.2,0.479,0.472,3.1,4.2,0.789,1.4,1.7,3.1,0.5,1.0,0.3,0.8,2.2,12.0,0,34.0,11.0,3.0,3.0,4.0,24.9,,['UTSA'],,0,0,0,20,1985
0,Armen Gilliam,1987-88,23.0,['PHO' 'TOT' 'CHH' 'PHI' 'NJN' 'MIL' 'UTA'],NBA,PF,82.0,81.0,38.0,7.8,15.6,0.527,0.0,0.0,0.0,7.8,15.6,0.529,0.527,4.4,6.1,0.843,3.4,6.1,9.4,1.8,1.4,1.1,2.8,3.1,19.8,1,41.0,22.0,9.0,6.0,6.0,34.2,,['UNLV'],https://www.basketball-reference.com/req/202106291/images/headshots/gilliar01.jpg,0,0,0,2,1987
0,Langston Galloway,2014-15,23.0,['NYK' 'TOT' 'NOP' 'SAC' 'DET' 'PHO' 'BRK' 'MIL'],NBA,PG,82.0,41.0,32.4,4.5,11.4,0.449,2.0,5.0,0.475,3.2,7.4,0.6,0.571,1.4,1.7,0.957,0.8,3.4,4.2,3.3,1.2,0.3,1.4,2.9,11.8,1,32.0,11.0,7.0,5.0,3.0,26.5,,['STJOSEPHS'],https://www.basketball-reference.com/req/202106291/images/headshots/gallola01.jpg,0,0,0,,
0,Jerry Grote,1964-65,24.0,['LAL'],NBA,,11.0,,3.0,0.5,1.0,0.545,,,,,,,,0.2,0.2,1.0,,,0.4,0.4,,,,0.5,1.3,0,4.0,1.0,2.0,,,,,['LOYOLAMARY'],,0,0,0,3,1962
