,Name,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS,MidSeasonTrade,"Career high, Points","Career high, Rebounds","Career high, Assists",College,Image URL,All Star Games,Championships,HOF,Pick #,Draft Year,STL,"Career high, Steals",Triple-Doubles,"Career high, Blocks","Career high, Game Score"
0,Randy Woods,1992-93,22.0,['LAC' 'DEN'],NBA,PG,62.0,3.0,9.0,1.2,3.3,0.368,0.7,2.6,0.346,0.6,1.4,1.0,0.47,0.5,0.9,1.0,0.4,0.5,0.8,2.2,0.1,0.9,1.6,3.6,0,20.0,4.0,11.0,['LASALLE'],,0,0,0,16,1992,0.8,5.0,,1.0,15.7
0,Gerry Ward,1963-64,22.0,['STL' 'BOS' 'PHI' 'CHI'],NBA,SG,76.0,,13.7,1.5,6.0,0.381,,,,,,,,1.1,1.8,1.0,,,2.4,2.0,,,2.5,4.2,0,16.0,9.0,9.0,['BOSTONCOLL'],,0,0,0,6,1963,,,,,
0,Haywoode Workman,1989-90,24.0,['ATL' 'WSB' 'IND' 'MIL' 'TOT' 'TOR'],NBA,PG,77.0,56.0,28.1,3.2,7.1,0.667,0.6,1.6,0.379,3.0,6.4,0.667,0.667,1.4,1.8,1.0,1.0,3.0,3.5,6.2,0.1,2.3,2.5,8.0,1,21.0,9.0,15.0,['WINSTSALST' 'ORALROB'],,0,0,0,22,1989,1.3,7.0,,2.0,22.1
0,Red Wallace,1946-47,28.0,['TOT' 'BOS' 'TRH'],BAA,,61.0,,,4.6,15.8,0.291,,,,,,,,2.3,4.0,0.574,,,,1.0,,,3.4,11.5,1,38.0,,,,,0,0,0,,,,,,,
0,Pearl Washington,1986-87,23.0,['NJN' 'MIA'],NBA,PG,72.0,61.0,22.2,3.6,8.0,0.478,0.2,0.7,0.224,3.5,7.3,0.492,0.481,1.9,2.8,0.788,0.9,1.4,2.3,4.2,0.1,2.4,2.6,9.3,0,29.0,11.0,12.0,['SYRACUSE'],,0,0,0,13,1986,1.4,5.0,,1.0,25.3
0,Chris Welp,1987-88,24.0,['PHI' 'TOT' 'SAS' 'GSW'],NBA,C,72.0,3.0,13.2,1.8,3.1,0.581,0.0,0.0,0.0,1.8,3.1,0.581,0.581,1.3,1.8,0.783,1.1,1.9,2.7,0.5,0.6,0.9,2.6,4.8,1,18.0,6.0,2.0,['WASHINGTON'],,0,0,0,16,1987,0.5,3.0,,4.0,16.5
0,Trooper Washington,1967-68,23.0,['PTP' 'MNP' 'TOT' 'LAS' 'FLO' 'NYA'],ABA,PF,81.0,,38.0,6.1,12.2,0.571,0.1,0.1,1.0,6.1,12.1,0.571,0.571,2.8,4.6,0.667,5.3,7.3,12.6,3.3,,3.6,3.9,15.0,1,32.0,26.0,8.0,,,1,1,0,7,1967,,,,,
0,Willie Williams,1970-71,24.0,['TOT' 'BOS' 'CIN'],NBA,,25.0,,5.4,0.4,2.0,0.4,,,,,,,,0.2,0.3,0.6,,,1.4,0.7,,,0.7,0.9,1,6.0,5.0,2.0,['FLORIDAST'],,0,0,0,4,1970,,,,,
0,James White,2006-07,24.0,['SAS' 'HOU' 'NYK'],NBA,SG,57.0,16.0,22.8,3.0,6.8,0.6,0.3,1.2,0.5,2.7,5.7,0.667,0.7,2.0,2.5,0.8,0.5,2.8,3.3,0.8,0.3,0.8,1.2,8.3,0,20.0,7.0,6.0,['FLORIDA' 'CINCY'],https://www.basketball-reference.com/req/202106291/images/headshots/whiteja02.jpg,0,1,0,1,2006,0.5,3.0,,1.0,16.5
0,Marvin Williams,2005-06,19.0,['ATL' 'UTA' 'CHO' 'TOT' 'MIL'],NBA,PF,81.0,81.0,34.6,5.3,11.5,0.462,1.9,5.1,0.413,5.3,11.4,0.722,0.57,4.2,5.1,0.873,1.8,5.4,6.6,1.9,1.0,2.0,3.0,14.8,1,33.0,18.0,7.0,['UNC'],https://www.basketball-reference.com/req/202106291/images/headshots/willima02.jpg,0,0,0,2,2005,1.0,4.0,,4.0,29.0
0,Donovan Williams,2022-23,21.0,['ATL'],NBA,SG,2.0,0.0,2.0,1.0,2.5,0.4,0.0,1.0,0.0,1.0,1.5,0.667,0.4,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0,4.0,1.0,,['TEXAS' 'UNLV'],https://www.basketball-reference.com/req/202106291/images/headshots/willido02.jpg,0,0,0,,,0.0,,,,2.3
0,Luke Walton,2003-04,23.0,['LAL' 'TOT' 'CLE'],NBA,PF,74.0,60.0,33.0,4.4,9.3,0.474,0.8,2.1,0.438,3.6,7.2,0.6,0.517,1.8,2.4,0.75,1.5,3.6,5.0,4.3,0.4,2.0,2.0,11.4,1,25.0,12.0,12.0,['ARIZONA'],https://www.basketball-reference.com/req/202106291/images/headshots/waltolu01.jpg,0,2,0,3,2003,1.0,5.0,,2.0,24.2
0,Jerome Whitehead,1978-79,22.0,['SDC' 'TOT' 'UTA' 'DAL' 'CLE' 'GSW' 'SAS'],NBA,C,81.0,78.0,32.1,5.6,10.4,0.6,0.0,0.0,0.0,5.6,10.4,0.6,0.6,2.6,3.3,0.828,3.2,6.0,9.2,1.4,0.6,2.0,4.1,13.8,1,31.0,23.0,6.0,['MARQUETTE'],,0,0,0,19,1978,0.7,4.0,,3.0,26.3
0,Jason Williams,1998-99,23.0,['SAC' 'MEM' 'MIA' 'ORL' 'TOT'],NBA,PG,82.0,81.0,36.1,5.8,15.2,0.444,2.0,6.6,0.38,3.8,8.5,0.512,0.542,1.6,2.1,0.913,0.3,2.8,3.1,8.3,0.1,3.7,1.8,14.8,1,38.0,9.0,19.0,['MARSHALL' 'FLORIDA'],https://www.basketball-reference.com/req/202106291/images/headshots/willija02.jpg,0,1,0,7,1998,1.9,6.0,,2.0,34.1
0,Metta World Peace,1999-00,20.0,['CHI' 'TOT' 'IND' 'SAC' 'HOU' 'LAL' 'NYK'],NBA,SF,82.0,82.0,41.6,8.4,17.0,0.496,2.2,5.6,0.412,7.4,14.6,0.51,0.525,6.7,7.6,0.922,1.8,5.3,6.5,4.2,0.9,2.8,4.0,24.6,1,39.0,16.0,11.0,['STJOHNS'],https://www.basketball-reference.com/req/202106291/images/headshots/artesro01.jpg,1,1,0,16,1999,2.8,8.0,,4.0,37.3
0,Bob Warren,1968-69,22.0,['LAS' 'MMP' 'TOT' 'CAR' 'DLC' 'UTS' 'SAA' 'SDS'],ABA,SG,77.0,,34.2,6.3,14.2,0.509,0.5,1.8,1.0,6.1,13.2,0.509,0.509,4.6,5.8,0.914,3.2,3.2,5.9,3.6,0.6,2.8,3.5,17.4,1,33.0,12.0,7.0,['VANDY'],,0,0,0,11,1968,0.9,4.0,,2.0,10.0
0,Jordan Williams,2011-12,21.0,['NJN'],NBA,C,43.0,5.0,14.8,1.8,3.5,0.507,0.0,0.0,,1.8,3.5,0.507,0.507,1.0,1.5,0.652,1.5,2.1,3.6,0.3,0.3,0.5,1.4,4.6,0,14.0,14.0,2.0,['MARYLAND'],https://www.basketball-reference.com/req/202106291/images/headshots/willijo03.jpg,0,0,0,6,2011,0.5,3.0,,2.0,14.8
0,Aaron Wiggins,2021-22,23.0,['OKC'],NBA,SG,70.0,35.0,24.2,3.1,6.7,0.512,0.8,2.8,0.393,2.3,4.0,0.573,0.579,1.2,1.7,0.831,1.0,2.5,3.6,1.4,0.2,1.1,1.9,8.3,0,28.0,10.0,7.0,['MARYLAND'],https://www.basketball-reference.com/req/202106291/images/headshots/wiggiaa01.jpg,0,0,0,25,2021,0.6,3.0,,2.0,22.6
0,Herb White,1970-71,22.0,['ATL'],NBA,PG,38.0,,8.3,0.9,2.2,0.405,,,,,,,,0.6,1.0,0.564,,,1.3,1.2,,,1.6,2.4,0,10.0,6.0,7.0,['GEORGIA'],,0,0,0,14,1970,,,,,
0,Kermit Washington,1973-74,22.0,['LAL' 'TOT' 'BOS' 'SDC' 'POR' 'GSW'],NBA,PF,82.0,4.0,33.7,5.3,9.8,0.569,0.0,0.0,0.0,5.3,9.8,0.57,0.569,3.2,4.5,1.0,4.4,7.2,11.2,2.1,1.6,2.3,3.9,13.4,1,29.0,21.0,7.0,['AMERICAN'],,1,0,0,5,1973,1.2,5.0,,6.0,27.8
0,Bob Wiesenhahn,1961-62,23.0,['CIN'],NBA,SF,60.0,,5.4,0.9,2.7,0.317,,,,,,,,0.3,0.5,0.567,,,1.9,0.4,,,0.8,2.0,0,10.0,8.0,2.0,['CINCY'],,0,0,0,7,1961,,,,,
0,Willie Wise,1969-70,22.0,['LAS' 'UTS' 'VIR' 'DEN' 'SEA'],ABA,PF,84.0,,40.1,8.8,18.5,0.505,0.1,0.3,0.333,8.8,18.3,0.507,0.507,5.7,7.5,0.79,3.7,8.2,11.6,3.7,0.5,3.4,3.7,23.2,0,50.0,22.0,10.0,['DRAKE'],,3,1,0,7,1969,1.6,4.0,,3.0,-0.7
0,Perry Warbington,1974-75,22.0,['PHI'],NBA,PG,5.0,,14.0,0.8,4.2,0.19,,,,,,,,0.4,0.4,1.0,0.4,1.2,1.6,3.2,0.0,,3.2,2.0,0,4.0,4.0,6.0,['GEORGIASOU'],,0,0,0,1,1974,0.0,,,,
0,Martell Webster,2005-06,19.0,['POR' 'MIN' 'WAS'],NBA,SF,82.0,70.0,28.9,3.7,8.7,0.447,1.9,4.8,0.422,2.1,4.5,0.502,0.557,2.2,2.7,0.859,0.9,3.2,3.9,1.9,0.5,1.3,2.2,11.4,0,34.0,13.0,7.0,,https://www.basketball-reference.com/req/202106291/images/headshots/webstma02.jpg,0,0,0,6,2005,0.7,4.0,,4.0,29.4
0,Horace Walker,1961-62,24.0,['CHP'],NBA,SF,65.0,,20.5,2.3,6.8,0.339,,,,,,,,2.2,3.0,0.725,,,7.2,1.1,,,3.0,6.7,0,26.0,21.0,4.0,['MICHIGANST'],,0,0,0,6,1960,,,,,
0,Loren Woods,2001-02,23.0,['MIN' 'MIA' 'TOR' 'HOU'],NBA,C,60.0,30.0,15.8,1.6,3.6,0.6,0.0,0.1,0.333,1.6,3.6,0.6,0.6,0.9,1.4,0.778,1.8,3.1,4.9,0.5,0.9,0.8,1.8,3.9,0,18.0,14.0,4.0,['WAKE' 'ARIZONA'],,0,0,0,17,2001,0.3,3.0,,5.0,18.8
0,Morlon Wiley,1988-89,22.0,['DAL' 'ORL' 'TOT' 'SAS' 'ATL' 'MIA'],NBA,PG,58.0,19.0,19.4,2.3,5.2,0.6,1.2,3.1,0.5,1.9,4.1,1.0,0.6,0.7,1.0,0.813,0.6,1.2,1.8,4.0,0.2,1.6,2.4,5.8,1,24.0,7.0,14.0,['LONGBEACH'],,0,0,0,21,1988,1.2,5.0,,2.0,18.9
0,Othell Wilson,1984-85,23.0,['GSW' 'SAC'],NBA,PG,74.0,23.0,17.0,1.8,3.9,0.46,0.1,0.3,0.188,1.8,3.7,0.476,0.466,0.8,1.0,0.796,0.5,1.3,1.8,3.9,0.2,1.5,1.6,4.4,0,15.0,6.0,9.0,['VIRGINIA'],,0,0,0,11,1984,1.0,7.0,,2.0,14.8
0,Mark Workman,1952-53,22.0,['TOT' 'MLH' 'PHW' 'BLB'],NBA,PF,65.0,,16.7,2.1,6.5,0.417,,,,,,,,1.2,1.9,0.622,,,3.1,0.6,,,2.7,5.3,1,24.0,10.0,3.0,['WVIRGINIA'],,0,0,0,1,1952,,,,,
0,Phil Walker,1977-78,21.0,['WSB'],NBA,SG,40.0,,9.6,1.4,4.0,0.354,,,,,,,,1.6,2.4,0.667,0.5,0.8,1.3,1.4,0.1,1.6,1.0,4.5,0,23.0,6.0,7.0,,,0,1,0,13,1976,0.4,1.0,,,13.1
0,Sam Worthen,1980-81,23.0,['CHI' 'UTA'],NBA,PG,64.0,0.0,14.8,1.5,3.0,0.495,0.0,0.1,0.0,1.5,2.9,0.505,0.495,0.7,0.9,0.75,0.3,1.5,1.8,1.8,0.1,1.4,1.8,3.7,0,18.0,7.0,6.0,['MARQUETTE'],,0,0,0,3,1980,0.9,5.0,,1.0,15.7
0,Herb Williams,1981-82,23.0,['IND' 'TOT' 'DAL' 'NYK' 'TOR'],NBA,C,82.0,75.0,35.5,8.0,16.3,0.507,0.0,0.2,0.286,8.0,16.2,0.51,0.507,3.8,5.2,1.0,2.2,7.0,9.1,3.4,2.4,3.5,4.0,19.9,1,40.0,29.0,8.0,['OHIOST'],https://www.basketball-reference.com/req/202106291/images/headshots/willihe01.jpg,0,0,0,14,1981,1.0,5.0,,9.0,33.8
0,Corliss Williamson,1995-96,22.0,['SAC' 'TOT' 'TOR' 'DET' 'PHI'],NBA,SF,82.0,76.0,35.7,7.1,14.4,0.534,0.1,0.1,1.0,7.1,14.2,0.534,0.534,3.5,5.6,0.823,2.1,4.3,6.2,2.9,0.6,2.5,3.3,17.7,1,40.0,16.0,7.0,['ARKANSAS'],,0,1,0,13,1995,1.3,5.0,,3.0,33.6
0,Dale Wilkinson,1984-85,24.0,['TOT' 'DET' 'LAC'],NBA,"PF,SF",12.0,0.0,3.8,0.4,1.4,0.286,0.0,0.1,0.0,0.4,1.3,0.308,0.286,0.6,0.7,0.857,0.1,0.5,0.5,0.2,0.0,0.4,1.0,1.4,1,8.0,2.0,1.0,['IDAHOST'],,0,0,0,16,1982,0.0,,,,8.0
0,Nikita Wilson,1987-88,23.0,['POR'],NBA,SF,15.0,0.0,3.6,0.5,1.5,0.304,0.0,0.0,,0.5,1.5,0.304,0.304,0.3,0.4,0.833,0.1,0.6,0.7,0.2,0.0,0.3,0.5,1.3,0,3.0,3.0,1.0,['LSU'],,0,0,0,7,1987,0.0,,,,2.7
0,Freeman Williams,1978-79,22.0,['SDC' 'TOT' 'ATL' 'UTA' 'WSB'],NBA,SG,82.0,10.0,25.8,7.9,16.8,0.49,0.8,2.0,0.5,7.4,15.1,0.496,0.496,3.2,3.8,0.852,1.3,1.1,2.3,2.0,0.1,2.4,2.3,19.3,1,51.0,8.0,8.0,['PORTLANDST'],,0,0,0,8,1978,1.1,4.0,,2.0,37.4
0,Kemba Walker,2011-12,21.0,['CHA' 'CHO' 'BOS' 'NYK' 'DAL'],NBA,PG,82.0,82.0,35.8,8.9,20.5,0.444,3.2,8.9,0.399,5.7,11.6,0.586,0.527,4.6,5.5,0.899,0.7,3.8,4.4,6.1,0.5,2.6,1.9,25.6,0,60.0,12.0,16.0,['UCONN'],https://www.basketball-reference.com/req/202106291/images/headshots/walkeke02.jpg,4,0,0,9,2011,2.0,8.0,3.0,4.0,43.7
0,James Worthy,1982-83,21.0,['LAL'],NBA,SF,82.0,82.0,39.0,9.2,18.7,0.579,0.4,1.4,0.306,8.8,17.9,0.586,0.58,3.6,4.7,0.814,2.1,4.4,6.4,4.7,1.0,2.5,3.0,21.4,0,38.0,17.0,14.0,['UNC'],https://www.basketball-reference.com/req/202106291/images/headshots/worthja01.jpg,7,3,0,1,1982,1.4,5.0,,5.0,39.1
0,Hubie White,1962-63,23.0,['SFW' 'PHI' 'MMF' 'PTC'],NBA,SG,54.0,,15.3,2.7,6.7,0.402,0.1,0.8,0.286,2.6,5.9,0.434,0.412,1.1,1.6,0.769,1.3,1.6,2.9,1.0,,1.1,2.7,6.7,0,19.0,9.0,5.0,['VILLANOVA'],,0,0,0,7,1962,,,,,
0,John Williams,1986-87,20.0,['WSB' 'LAC' 'IND'],NBA,SF,82.0,37.0,35.1,7.2,15.2,0.474,0.3,1.2,0.333,7.1,14.2,0.5,0.478,3.6,4.7,0.776,1.9,6.1,7.6,4.7,0.9,2.4,2.6,18.2,0,30.0,14.0,13.0,['LSU'],,0,0,0,12,1986,1.7,6.0,2.0,4.0,29.9
0,John Wall,2010-11,20.0,['WAS' 'HOU' 'LAC'],NBA,PG,82.0,82.0,37.8,8.3,18.4,0.451,2.0,6.2,0.371,7.2,14.9,0.507,0.49,5.4,6.8,0.805,0.8,4.4,4.9,10.7,1.1,4.1,2.7,23.1,0,52.0,13.0,20.0,['KENTUCKY'],https://www.basketball-reference.com/req/202106291/images/headshots/walljo01.jpg,5,0,0,1,2010,2.0,9.0,8.0,5.0,41.4
0,Yuta Watanabe,2018-19,24.0,['MEM' 'TOR' 'BRK'],NBA,SF,58.0,4.0,16.0,2.0,4.0,0.491,1.0,2.3,0.444,0.9,2.3,0.557,0.621,0.6,1.1,0.828,0.7,2.5,3.2,0.8,0.4,0.5,1.4,5.6,0,26.0,13.0,4.0,['GEORGEWASH'],https://www.basketball-reference.com/req/202106291/images/headshots/watanyu01.jpg,0,0,0,,,0.5,5.0,,3.0,20.6
0,Bill Willoughby,1975-76,18.0,['ATL' 'BUF' 'CLE' 'HOU' 'TOT' 'SAS' 'NJN'],NBA,SF,78.0,42.0,21.4,3.5,6.7,0.523,0.1,0.3,0.462,3.4,6.6,0.523,0.523,1.2,1.6,1.0,1.7,3.0,4.6,1.2,0.9,1.3,2.4,7.8,1,21.0,18.0,5.0,,,0,0,0,1,1975,0.6,3.0,,7.0,20.0
0,Larry Wright,1976-77,22.0,['WSB' 'DET'],NBA,PG,78.0,0.0,22.7,4.0,8.1,0.496,0.1,0.2,0.286,4.0,8.1,0.496,0.496,1.7,2.3,0.889,0.7,1.4,2.0,4.1,0.2,1.9,2.8,9.3,0,43.0,10.0,12.0,['GRAMBLING'],,0,1,0,14,1976,1.0,5.0,,2.0,23.2
0,Jake Weber,1946-47,28.0,['TOT' 'NYK' 'PRO'],BAA,,50.0,,,1.3,4.6,0.292,,,,,,,,1.3,1.8,0.75,,,,0.1,,,2.3,3.9,1,16.0,,,,,0,0,0,,,,,,,
0,Jacob Wiley,2017-18,23.0,['BRK'],NBA,PF,5.0,0.0,6.6,0.2,0.8,0.25,0.2,0.4,0.5,0.0,0.4,0.0,0.375,0.2,0.4,0.5,0.4,1.8,2.2,0.4,0.0,0.0,0.8,0.8,0,4.0,8.0,1.0,['MONTANA' 'EWASHINGTN'],https://www.basketball-reference.com/req/202106291/images/headshots/wileyja01.jpg,0,0,0,,,0.2,1.0,,,5.2
0,David West,2003-04,23.0,['NOH' 'NOK' 'IND' 'SAS' 'GSW'],NBA,PF,81.0,81.0,39.2,8.3,17.2,0.571,0.2,0.5,0.429,8.2,16.8,0.576,0.575,4.8,5.5,0.884,2.4,6.5,8.9,3.4,1.3,2.2,2.9,21.0,0,44.0,20.0,10.0,['XAVIER'],https://www.basketball-reference.com/req/202106291/images/headshots/westda01.jpg,2,2,0,18,2003,1.0,5.0,1.0,5.0,34.9
0,Dorell Wright,2004-05,19.0,['MIA' 'GSW' 'PHI' 'POR'],NBA,SF,82.0,82.0,38.4,5.9,14.0,0.488,2.4,6.3,0.5,3.5,7.7,0.508,0.536,2.2,2.8,1.0,1.1,4.2,5.3,3.0,0.9,1.6,2.1,16.4,0,34.0,18.0,9.0,,https://www.basketball-reference.com/req/202106291/images/headshots/wrighdo01.jpg,0,1,0,19,2004,1.5,6.0,,6.0,32.5
0,Rudy White,1975-76,22.0,['HOU' 'TOT' 'GSW' 'SEA'],NBA,SG,46.0,,13.8,2.3,4.5,0.542,0.0,0.1,0.0,2.3,4.5,0.542,0.542,1.1,1.4,1.0,0.4,1.0,1.2,1.5,0.2,1.0,1.8,5.5,1,14.0,5.0,4.0,['ARIZONAST'],,0,0,0,11,1975,1.0,4.0,,1.0,9.2
0,Jamil Wilson,2017-18,27.0,['LAC'],NBA,SF,15.0,10.0,18.3,2.5,5.4,0.469,1.8,4.2,0.429,0.7,1.2,0.611,0.636,0.1,0.3,0.5,0.2,1.9,2.1,0.7,0.5,0.5,2.3,7.0,0,17.0,4.0,3.0,['OREGON' 'MARQUETTE'],https://www.basketball-reference.com/req/202106291/images/headshots/wilsoja02.jpg,0,0,0,,,0.3,3.0,,3.0,15.4
0,Charlie Williams,1965-66,22.0,['PTP' 'MNP' 'TOT' 'PTC' 'MMP' 'MMT' 'UTS'],Did Not Play (suspended—alleged gambling contacts),Did Not Play (suspended—alleged gambling contacts),88.0,,39.0,8.2,20.7,0.421,1.0,3.2,0.311,7.6,17.9,0.435,0.432,4.0,5.5,0.77,1.7,2.1,4.8,4.2,,4.0,3.8,20.8,1,45.0,15.0,12.0,,https://www.basketball-reference.com/req/202106291/images/headshots/willich01.jpg,2,1,0,,,,,,,
0,Hank Whitney,1967-68,28.0,['NJA' 'TOT' 'NYA' 'HSM' 'CAR'],ABA,PF,59.0,,31.3,5.9,14.9,0.422,0.0,0.1,0.0,5.9,14.9,0.422,0.422,4.2,5.9,0.732,2.2,4.1,12.9,1.5,,1.6,4.3,16.0,1,34.0,26.0,4.0,,,0,0,0,5,1961,,,,,
0,Marvin Webster,1975-76,23.0,['DNA' 'DEN' 'SEA' 'NYK' 'MIL'],ABA,C,82.0,32.0,35.5,5.2,10.4,0.526,0.1,0.1,1.0,5.2,10.4,0.509,0.553,3.5,5.6,0.75,4.4,8.2,12.6,2.9,2.0,3.1,3.2,14.0,0,26.0,29.0,8.0,['MORGANST'],,0,0,0,3,1975,0.6,3.0,,8.0,23.1
0,Howard Wright,1990-91,23.0,['TOT' 'ATL' 'ORL' 'DAL'],NBA,PF,15.0,0.0,17.0,1.9,5.1,0.8,0.0,0.3,0.0,1.9,5.1,1.0,0.8,1.6,2.6,1.0,1.3,3.4,4.6,0.4,0.6,1.1,2.9,5.4,1,13.0,10.0,2.0,['STANFORD'],,0,0,0,,,0.4,1.0,,2.0,9.8
0,Derrick Williams,2011-12,20.0,['MIN' 'TOT' 'SAC' 'NYK' 'MIA' 'CLE' 'LAL'],NBA,PF,80.0,56.0,24.7,4.3,10.1,0.505,0.8,2.5,0.404,3.5,7.6,0.6,0.603,2.6,3.6,0.875,1.2,4.3,5.5,0.9,0.5,1.3,1.6,12.0,1,31.0,16.0,4.0,['ARIZONA'],https://www.basketball-reference.com/req/202106291/images/headshots/willide02.jpg,0,0,0,2,2011,0.7,5.0,,4.0,27.9
0,Tyrone Wallace,2017-18,23.0,['LAC' 'ATL' 'NOP'],NBA,PG,62.0,19.0,28.4,3.7,8.2,0.445,0.3,1.3,0.25,3.3,6.9,0.483,0.466,2.0,2.6,0.782,0.7,2.8,3.5,2.4,0.4,1.5,2.8,9.7,0,22.0,8.0,6.0,['CALIFORNIA'],https://www.basketball-reference.com/req/202106291/images/headshots/wallaty01.jpg,0,0,0,30,2016,0.9,3.0,,2.0,22.1
0,Dontonio Wingfield,1994-95,20.0,['SEA' 'POR'],NBA,SF,47.0,2.0,12.1,1.7,4.1,0.409,0.6,1.6,0.338,1.1,2.5,0.457,0.477,0.6,0.9,0.8,1.3,1.6,2.9,1.0,0.2,1.0,2.1,4.5,0,17.0,12.0,5.0,['CINCY'],,0,0,0,10,1994,0.5,3.0,,2.0,14.7
0,Clint Wager,1949-50,30.0,['FTW'],NBA,,63.0,,,0.9,3.2,0.281,,,,,,,,0.5,0.7,0.617,,,,1.4,,,2.8,2.3,0,11.0,,3.0,,,0,0,0,,,,,,,
0,Casper Ware,2013-14,24.0,['PHI'],NBA,PG,9.0,0.0,12.9,2.0,4.7,0.429,0.8,2.3,0.333,1.2,2.3,0.524,0.512,0.6,0.7,0.833,0.0,1.0,1.0,1.1,0.0,0.6,1.2,5.3,0,10.0,4.0,3.0,['LONGBEACH'],https://www.basketball-reference.com/req/202106291/images/headshots/wareca01.jpg,0,0,0,,,0.9,2.0,,,10.2
0,C.J. Watson,2007-08,23.0,['GSW' 'CHI' 'BRK' 'IND' 'ORL'],NBA,PG,82.0,25.0,27.5,3.8,8.9,0.468,1.4,3.5,0.411,3.1,5.9,0.527,0.518,2.4,2.9,0.872,0.5,2.5,2.9,4.1,0.2,2.0,2.1,10.3,0,40.0,9.0,12.0,['TENNESSEE'],https://www.basketball-reference.com/req/202106291/images/headshots/watsocj01.jpg,0,0,0,,,1.6,7.0,,2.0,36.8
0,Paul Westphal,1972-73,22.0,['BOS' 'PHO' 'SEA' 'NYK'],NBA,SG,82.0,59.0,36.1,10.1,19.6,0.535,0.3,1.1,0.292,10.1,19.6,0.544,0.535,5.0,6.1,0.862,0.9,2.3,3.2,6.5,0.5,3.5,3.4,25.2,0,49.0,10.0,14.0,['USC'],https://www.basketball-reference.com/req/202106291/images/headshots/westppa01.jpg,5,1,0,10,1972,2.6,8.0,,4.0,40.1
0,Willie Worsley,1968-69,23.0,['NYA'],ABA,PG,24.0,,19.2,1.5,5.1,0.293,0.4,1.3,0.333,1.1,3.9,0.28,0.333,2.6,3.5,0.75,0.3,1.2,1.5,1.6,,1.3,2.0,6.0,0,23.0,2.0,3.0,['UTEP'],,0,0,0,,,,,,,
0,Jamaal Wilkes,1974-75,21.0,['GSW' 'LAL' 'LAC'],NBA,SF,82.0,82.0,37.9,9.7,18.5,0.535,0.1,0.2,0.333,9.7,18.3,0.539,0.536,3.3,4.4,0.815,2.5,6.4,8.8,3.6,0.5,2.7,3.4,22.6,0,36.0,19.0,10.0,['UCLA'],https://www.basketball-reference.com/req/202106291/images/headshots/wilkeja01.jpg,3,4,0,11,1974,1.7,7.0,1.0,3.0,31.8
0,Orlando Woolridge,1981-82,22.0,['CHI' 'NJN' 'LAL' 'DEN' 'DET' 'TOT' 'MIL' 'PHI'],NBA,SF,82.0,76.0,36.6,9.2,18.5,0.58,0.1,0.3,0.5,9.2,18.5,0.583,0.58,6.6,8.3,0.797,2.7,4.2,6.8,3.7,1.1,2.9,3.8,25.1,1,44.0,16.0,10.0,['NOTREDAME'],,0,0,0,6,1981,1.3,5.0,1.0,5.0,39.0
0,James Wilkes,1980-81,22.0,['CHI' 'DET'],NBA,SF,57.0,22.0,15.1,2.2,4.7,0.481,0.0,0.1,0.0,2.2,4.6,0.483,0.481,1.3,1.7,0.8,1.1,1.7,2.8,1.1,0.3,1.1,2.4,5.5,0,21.0,10.0,6.0,['UCLA'],,0,0,0,4,1980,0.5,3.0,,3.0,22.0
0,Vince Williams Jr.,2022-23,22.0,['MEM'],NBA,SG,15.0,1.0,7.0,0.8,2.7,0.3,0.3,1.9,0.143,0.5,0.8,0.667,0.35,0.1,0.1,1.0,0.3,0.7,1.0,0.3,0.1,0.3,0.8,2.0,0,15.0,8.0,1.0,['VCU'],https://www.basketball-reference.com/req/202106291/images/headshots/willivi01.jpg,0,0,0,17,2022,0.4,2.0,,1.0,3.3
0,Damien Wilkins,2004-05,25.0,['SEA' 'OKC' 'MIN' 'ATL' 'DET' 'PHI' 'IND'],NBA,SF,82.0,31.0,24.8,3.6,8.9,0.504,0.7,2.0,0.41,2.9,6.8,0.528,0.511,1.8,2.1,0.882,1.1,2.3,3.2,2.0,0.3,1.4,1.9,9.2,0,41.0,13.0,8.0,['NCSTATE' 'GEORGIA'],https://www.basketball-reference.com/req/202106291/images/headshots/wilkida02.jpg,0,0,0,,,1.1,7.0,,3.0,36.9
0,Jeff Webb,1970-71,22.0,['MIL' 'TOT' 'PHO'],NBA,SG,46.0,,10.3,1.1,2.7,0.477,,,,,,,,0.6,0.7,0.846,,,0.9,0.7,,,1.1,2.5,1,8.0,3.0,3.0,['KANSASST'],,0,1,0,,,,,,,
0,Sharone Wright,1994-95,22.0,['PHI' 'TOT' 'TOR'],NBA,C,79.0,49.0,27.1,5.9,11.6,0.508,0.1,0.3,0.333,5.8,11.4,0.512,0.512,4.5,6.6,0.685,2.7,3.8,6.5,1.0,1.3,2.5,3.5,16.5,1,30.0,15.0,4.0,['CLEMSON'],,0,0,0,6,1994,0.5,3.0,,7.0,20.2
