,Name,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,MidSeasonTrade,"Career high, Points",College,Image URL,All Star Games,Championships,HOF,Pick #,Draft Year,ORB,DRB,STL,BLK,TOV,"Career high, Rebounds","Career high, Assists","Career high, Steals","Career high, Game Score",3P,3PA,3P%,2P,2PA,2P%,eFG%,"Career high, Blocks",Triple-Doubles
0,LaBradford Smith,1991-92,22.0,['WSB' 'TOT' 'SAC'],NBA,SG,69.0,33.0,22.4,3.8,8.3,0.458,2.1,2.9,0.858,1.7,2.7,2.6,9.3,1,37.0,['LOUISVILLE'],,0,0,0,19,1991,0.7,1.2,0.9,0.1,1.5,6.0,9.0,6.0,31.4,0.4,1.0,0.35,3.7,7.9,0.463,0.465,1.0,
0,Dennis Scott,1990-91,22.0,['ORL' 'TOT' 'DAL' 'PHO' 'NYK' 'MIN' 'VAN'],NBA,SG,82.0,82.0,37.1,7.4,18.4,0.446,3.6,3.9,0.901,3.8,3.0,2.7,19.9,1,41.0,['GATECH'],https://www.basketball-reference.com/req/202106291/images/headshots/scottde01.jpg,0,0,0,4,1990,0.8,3.0,1.1,0.6,1.9,11.0,9.0,5.0,32.7,3.3,7.7,0.449,5.8,13.4,0.461,0.559,6.0,
0,Carl Shaeffer,1949-50,25.0,['INO'],NBA,,43.0,,,1.4,3.7,0.369,0.7,1.3,1.0,1.0,0.9,2.4,3.5,0,16.0,['ALABAMA'],,0,0,0,,1949,,,,,,2.0,,,,,,,,,,,,
0,Barry Sumpter,1988-89,23.0,['LAC'],NBA,PF,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,['LOUISVILLE' 'AUSTINPEAY'],,0,0,0,6,1988,0.0,0.0,0.0,0.0,0.0,,,,-0.7,0.0,0.0,,0.0,1.0,0.0,0.0,,
0,Tom Stith,1961-62,23.0,['NYK'],Did Not Play (illness—tuberculosis),Did Not Play (illness—tuberculosis),25.0,,8.4,1.5,4.4,0.336,0.1,0.4,0.3,1.6,0.7,0.9,3.1,0,9.0,['STBONNY'],,0,0,0,2,1961,,,,,,4.0,1.0,,,,,,,,,,,
0,Barry Stevens,1992-93,30.0,['GSW'],NBA,SF,2.0,0.0,3.0,0.5,1.0,0.5,0.0,0.0,,1.0,0.0,0.5,1.0,0,2.0,['IOWAST'],,0,0,0,19,1985,1.0,0.0,0.0,0.0,0.0,1.0,,,1.7,0.0,0.0,,0.5,1.0,0.5,0.5,,
0,Jerry Sloan,1965-66,23.0,['BAL' 'CHI'],NBA,SG,82.0,,39.3,7.4,16.8,0.447,4.3,6.0,0.796,9.1,3.5,4.0,18.3,0,43.0,['EVANSVILLE'],https://www.basketball-reference.com/req/202106291/images/headshots/sloanje01.jpg,2,0,0,3,1964,2.3,5.3,2.4,0.2,,21.0,13.0,7.0,,,,,,,,,2.0,2.0
0,James Silas,1972-73,23.0,['DLC' 'SAA' 'SAS' 'CLE'],ABA,SG,84.0,34.0,37.9,8.5,16.5,0.519,6.7,7.7,0.887,4.3,5.4,3.4,23.8,0,46.0,['SFAUSTIN'],https://www.basketball-reference.com/req/202106291/images/headshots/silasja01.jpg,2,0,0,7,1972,1.4,3.1,1.8,0.3,3.0,15.0,15.0,6.0,28.0,0.0,0.1,0.0,8.5,16.5,0.52,0.519,2.0,
0,Eric Snow,1995-96,22.0,['SEA' 'TOT' 'PHI' 'CLE'],NBA,PG,82.0,82.0,37.9,4.5,10.2,0.452,4.0,4.6,0.858,3.7,7.6,3.1,12.9,1,26.0,['MICHIGANST'],https://www.basketball-reference.com/req/202106291/images/headshots/snower01.jpg,0,0,0,14,1995,0.9,3.0,2.1,0.2,2.5,11.0,15.0,6.0,24.7,0.2,0.6,0.289,4.5,9.8,0.47,0.463,4.0,1.0
0,Pepe Sánchez,2000-01,23.0,['TOT' 'ATL' 'PHI' 'DET'],NBA,PG,29.0,0.0,6.8,0.4,1.4,0.429,0.1,0.1,1.0,0.7,1.5,0.8,0.8,1,4.0,['TEMPLE'],,0,0,0,,,0.4,0.5,0.6,0.0,0.6,3.0,6.0,3.0,6.1,0.0,0.0,0.0,0.4,1.4,0.45,0.429,1.0,
0,Will Solomon,2001-02,23.0,['MEM' 'TOT' 'TOR' 'SAC'],NBA,SG,62.0,9.0,14.1,2.0,5.3,0.436,0.8,1.2,0.833,1.5,3.2,1.5,5.2,1,23.0,['CLEMSON'],,0,0,0,4,2001,0.2,1.3,0.6,0.1,1.3,6.0,11.0,4.0,15.9,0.9,2.6,0.448,1.6,3.2,0.516,0.508,1.0,
0,Dave Scholz,1969-70,21.0,['PHI'],NBA,,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,2.0,0,2.0,['ILLINOIS'],,0,0,0,13,1969,,,,,,,,,,,,,,,,,,
0,Marial Shayok,2019-20,24.0,['PHI'],NBA,SG,4.0,0.0,7.0,0.8,3.0,0.25,0.8,1.0,0.75,1.8,0.3,1.0,2.8,0,5.0,['VIRGINIA' 'IOWAST'],https://www.basketball-reference.com/req/202106291/images/headshots/shayoma01.jpg,0,0,0,24,2019,0.3,1.5,0.0,0.3,0.8,2.0,1.0,,2.2,0.5,1.5,0.333,0.3,1.5,0.167,0.333,1.0,
0,Al Skinner,1974-75,22.0,['NYA' 'NYN' 'TOT' 'NJN' 'DET' 'PHI'],ABA,SG,83.0,,34.6,5.1,12.6,0.5,4.9,5.5,0.886,6.5,4.1,4.3,15.1,1,28.0,['UMASS'],,0,1,0,16,1974,1.8,4.8,1.6,0.7,3.6,15.0,12.0,5.0,23.0,0.0,0.1,0.333,5.1,12.6,0.5,0.5,4.0,1.0
0,Phil Sellers,1976-77,23.0,['DET'],NBA,SG,44.0,,7.5,1.7,4.3,0.384,1.2,1.6,0.722,0.9,0.6,1.3,4.5,0,17.0,['RUTGERS'],,0,0,0,4,1976,0.4,0.5,0.5,0.0,,4.0,6.0,3.0,,,,,,,,,,
0,David Stockton,2014-15,23.0,['SAC' 'UTA'],NBA,PG,3.0,0.0,11.0,0.7,2.0,0.667,1.3,2.0,1.0,0.7,3.0,1.0,3.3,0,5.0,['GONZAGA'],https://www.basketball-reference.com/req/202106291/images/headshots/stockda01.jpg,0,0,0,,,0.0,0.7,0.7,0.0,1.3,2.0,7.0,2.0,7.8,0.7,1.0,0.667,0.3,1.3,0.25,1.0,,
0,George Sutor,1967-68,24.0,['KEN' 'MNP' 'TOT' 'CAR' 'MMF'],ABA,C,64.0,,13.8,2.2,6.2,0.35,1.1,1.8,0.623,5.4,0.4,2.7,5.5,1,31.0,['LASALLE'],,0,0,0,,,2.7,2.7,,,1.0,17.0,1.0,,,0.0,0.1,0.0,2.2,6.2,0.35,0.35,,
0,Predrag Savović,2002-03,26.0,['DEN'],NBA,SG,27.0,0.0,9.5,1.1,3.4,0.312,0.8,1.1,0.724,0.9,0.8,1.2,3.1,0,11.0,['UAB' 'HAWAII'],,0,0,0,,,0.3,0.6,0.5,0.0,0.8,3.0,4.0,1.0,9.1,0.1,1.0,0.154,0.9,2.5,0.373,0.333,1.0,
0,Walter Sharpe,2008-09,22.0,['DET'],NBA,PF,8.0,0.0,2.5,0.5,1.4,0.364,0.0,0.3,0.0,0.4,0.0,0.4,1.0,0,2.0,['MISSST' 'UAB'],,0,0,0,2,2008,0.0,0.4,0.0,0.3,0.0,2.0,,,2.0,0.0,0.3,0.0,0.5,1.1,0.444,0.364,1.0,
0,DeShawn Stevenson,2000-01,19.0,['UTA' 'TOT' 'ORL' 'WAS' 'DAL' 'NJN' 'ATL'],NBA,SG,82.0,82.0,35.9,4.8,11.0,0.461,2.2,3.0,0.797,4.6,3.1,2.2,11.4,1,33.0,,https://www.basketball-reference.com/req/202106291/images/headshots/stevede01.jpg,0,1,0,23,2000,1.4,3.2,0.9,0.4,1.5,11.0,9.0,4.0,25.6,1.9,5.0,0.404,4.7,10.3,0.479,0.53,3.0,
0,Brett Szabo,1996-97,28.0,['BOS'],NBA,C,70.0,24.0,9.5,0.8,1.7,0.446,0.6,0.9,0.738,2.4,0.2,1.7,2.2,0,15.0,['AUGUSTANSD'],,0,0,0,,,0.8,1.6,0.2,0.5,0.6,14.0,3.0,3.0,19.7,0.0,0.0,0.0,0.8,1.7,0.45,0.446,3.0,
0,John Salley,1986-87,22.0,['DET' 'MIA' 'TOT' 'TOR' 'CHI' 'LAL'],NBA,C,82.0,50.0,27.9,3.5,6.8,0.566,2.6,3.6,0.799,6.1,1.8,3.8,9.5,1,28.0,['GATECH'],https://www.basketball-reference.com/req/202106291/images/headshots/sallejo01.jpg,0,4,0,11,1986,2.2,3.9,0.7,1.9,2.0,17.0,8.0,5.0,28.3,0.0,0.0,0.667,3.5,6.7,0.566,0.566,8.0,
0,Joe Smith,1995-96,20.0,"['GSW' 'TOT' 'PHI' 'MIN' 'DET' 'MIL' 'DEN' 'CHI' 'CLE' 'OKC' 'ATL' 'NJN'
 'LAL']",NBA,PF,82.0,82.0,38.6,7.3,16.3,0.514,3.8,4.8,1.0,8.7,1.6,3.9,18.7,1,38.0,['MARYLAND'],https://www.basketball-reference.com/req/202106291/images/headshots/smithjo02.jpg,0,0,0,1,1995,3.7,5.4,1.0,1.6,2.4,20.0,6.0,5.0,32.9,0.2,0.6,1.0,7.2,16.2,0.518,0.514,6.0,
0,Mike Smrek,1985-86,23.0,['CHI' 'LAL' 'SAS' 'GSW' 'TOT' 'LAC'],NBA,C,48.0,18.0,14.5,1.7,3.6,0.545,1.1,1.8,0.667,3.0,0.5,2.5,4.5,1,15.0,['CANISIUS'],,0,2,0,1,1985,1.2,2.0,0.4,1.3,1.1,11.0,4.0,2.0,16.3,0.0,0.1,0.0,1.7,3.6,0.545,0.545,5.0,
0,Buck Sydnor,1946-47,25.0,['CHS'],BAA,,15.0,,,0.3,1.7,0.192,0.3,0.7,0.5,,0.0,0.4,1.0,0,5.0,,,0,0,0,,,,,,,,,,,,,,,,,,,,
0,Dereon Seabron,2022-23,22.0,['NOP'],NBA,SG,5.0,0.0,2.4,0.4,1.0,0.4,0.0,0.0,,0.2,0.0,0.2,0.8,0,2.0,['NCSTATE'],https://www.basketball-reference.com/req/202106291/images/headshots/seabrde01.jpg,0,0,0,,,0.2,0.0,0.0,0.0,0.0,1.0,,,1.7,0.0,0.0,,0.4,1.0,0.4,0.4,,
0,John Starks,1988-89,23.0,['GSW' 'NYK' 'TOT' 'CHI' 'UTA'],NBA,SG,82.0,78.0,34.9,6.9,16.6,0.449,3.3,4.2,1.0,3.3,5.9,3.2,19.0,1,39.0,['OKSTATE'],https://www.basketball-reference.com/req/202106291/images/headshots/starkjo01.jpg,1,0,0,,,0.7,2.6,1.6,0.3,3.1,10.0,14.0,7.0,35.3,2.7,7.6,0.385,5.1,10.8,0.516,0.528,3.0,
0,Tom Sewell,1984-85,22.0,['WSB'],NBA,SG,21.0,0.0,4.1,0.4,1.7,0.25,0.1,0.2,0.5,0.2,0.3,0.6,1.0,0,4.0,['LAMAR'],,0,0,0,22,1984,0.1,0.1,0.1,0.0,0.3,2.0,2.0,1.0,2.2,0.0,0.1,0.0,0.4,1.6,0.265,0.25,1.0,
0,Alvin Sims,1998-99,24.0,['PHO'],NBA,SG,4.0,0.0,6.3,1.0,2.5,0.4,0.5,1.3,0.4,1.0,1.3,0.5,2.8,0,6.0,['LOUISVILLE'],,0,0,0,,,0.8,0.3,0.5,0.0,1.5,2.0,3.0,2.0,3.6,0.3,0.3,1.0,0.8,2.3,0.333,0.45,,
0,George Stone,1968-69,22.0,['LAS' 'UTS' 'TOT' 'CAR'],ABA,SF,83.0,,31.8,6.2,14.4,0.46,3.5,4.6,0.941,6.8,1.7,3.4,16.0,1,36.0,['MARSHALL'],,0,1,0,9,1968,2.1,4.7,,,1.9,14.0,6.0,,,0.8,2.5,0.378,5.5,12.0,0.495,0.491,,
0,Steve Scheffler,1990-91,23.0,['CHH' 'TOT' 'SAC' 'DEN' 'SEA'],NBA,C,39.0,5.0,6.6,0.9,1.7,1.0,1.3,1.5,0.95,1.6,0.2,1.3,2.3,1,11.0,['PURDUE'],,0,0,0,12,1990,1.1,0.8,0.4,0.3,0.7,6.0,2.0,2.0,9.7,0.0,0.1,0.2,0.9,1.7,1.0,1.0,1.0,
0,Fred Saunders,1974-75,23.0,['PHO' 'BOS' 'TOT' 'NOJ'],NBA,SF,69.0,,15.5,2.7,5.9,0.483,1.0,1.4,0.824,3.7,1.3,2.8,6.1,1,21.0,['ULALA' 'SYRACUSE'],,0,0,0,13,1974,1.2,2.5,0.6,0.3,0.8,14.0,8.0,4.0,10.5,,,,,,,,3.0,
0,Jim Slaughter,1951-52,23.0,['BLB'],NBA,C,28.0,,18.8,1.9,5.9,0.321,1.5,2.4,0.603,5.3,0.9,2.9,5.3,0,19.0,['SCAROLINA'],,0,0,0,2,1951,,,,,,16.0,4.0,,,,,,,,,,,
0,Dick Schulz,1946-47,30.0,['TOT' 'CLR' 'TRH' 'BLB' 'WSC' 'TRI' 'SHE'],BAA,,57.0,,,2.8,11.0,0.311,2.4,3.3,0.803,,1.7,2.4,8.0,1,20.0,,,0,1,0,,,,,,,,,9.0,,,,,,,,,,,
0,Steve Smith,1991-92,22.0,['MIA' 'TOT' 'ATL' 'POR' 'SAS' 'NOH' 'CHA'],NBA,SG,82.0,81.0,39.1,6.8,15.9,0.467,8.5,11.0,0.928,4.5,5.6,4.5,20.5,1,41.0,['MICHIGANST'],https://www.basketball-reference.com/req/202106291/images/headshots/smithst01.jpg,1,1,0,5,1991,2.0,2.9,1.1,0.5,2.8,14.0,15.0,5.0,33.5,1.8,6.0,0.472,5.4,11.3,0.529,0.54,4.0,1.0
0,John Stockton,1984-85,22.0,['UTA'],NBA,PG,82.0,82.0,38.7,6.1,11.9,0.574,4.8,5.5,0.863,3.3,14.5,3.0,17.2,0,34.0,['GONZAGA'],https://www.basketball-reference.com/req/202106291/images/headshots/stockjo01.jpg,10,0,1,16,1984,1.0,2.5,3.2,0.3,3.8,9.0,28.0,9.0,40.9,1.2,2.8,0.462,5.9,10.5,0.594,0.607,3.0,
0,Donald Sloan,2011-12,24.0,['TOT' 'ATL' 'NOH' 'CLE' 'IND' 'BRK'],NBA,PG,61.0,33.0,24.3,2.8,7.0,0.44,1.3,1.7,0.808,2.8,4.4,1.3,7.4,1,31.0,['TEXASAM'],https://www.basketball-reference.com/req/202106291/images/headshots/sloando01.jpg,0,0,0,,,0.7,2.6,0.7,0.1,1.7,10.0,14.0,2.0,25.7,0.8,2.5,0.384,2.8,6.2,0.464,0.494,2.0,
0,Domantas Sabonis,2016-17,20.0,['OKC' 'IND' 'TOT' 'SAC'],NBA,PF,81.0,79.0,36.0,7.8,14.6,0.615,4.1,5.5,0.75,12.4,7.3,3.8,20.3,1,42.0,['GONZAGA'],https://www.basketball-reference.com/req/202106291/images/headshots/sabondo01.jpg,3,0,0,11,2016,3.3,9.5,1.2,0.5,3.5,25.0,16.0,5.0,37.8,0.8,2.6,0.529,7.2,12.6,0.639,0.632,4.0,32.0
0,John Stroeder,1987-88,29.0,['MIL' 'TOT' 'SAS' 'GSW'],NBA,PF,41.0,0.0,6.6,0.7,1.9,0.4,0.5,0.7,0.667,3.5,0.8,2.0,1.9,1,10.0,['MONTANA'],,0,0,0,8,1980,1.3,2.3,0.1,0.5,1.0,7.0,3.0,1.0,7.7,0.0,0.0,0.0,0.7,1.9,0.4,0.4,2.0,
0,Alex Stepheson,2015-16,28.0,['TOT' 'LAC' 'MEM'],NBA,PF,8.0,0.0,15.3,2.0,6.5,1.0,1.0,2.5,0.4,6.5,0.5,2.0,5.0,1,12.0,['UNC' 'USC'],https://www.basketball-reference.com/req/202106291/images/headshots/stephal01.jpg,0,0,0,,,4.5,2.0,0.3,0.8,0.0,15.0,2.0,1.0,7.3,0.0,0.0,,2.0,6.5,1.0,1.0,2.0,
0,Kyle Singler,2011-12,23.0,['DET' 'TOT' 'OKC'],Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),82.0,74.0,28.5,3.4,7.8,0.447,1.9,2.2,0.826,4.0,1.2,2.6,9.6,1,22.0,['DUKE'],https://www.basketball-reference.com/req/202106291/images/headshots/singlky01.jpg,0,0,0,3,2011,1.4,2.7,0.7,0.5,1.2,10.0,5.0,5.0,22.3,1.4,3.5,0.406,2.5,5.4,0.587,0.525,4.0,
0,Vladimir Stepania,1998-99,22.0,['SEA' 'NJN' 'MIA' 'POR'],NBA,C,79.0,6.0,20.2,2.3,5.4,0.47,0.9,1.7,0.735,7.0,0.6,2.5,5.6,0,19.0,,,0,0,0,27,1998,2.7,4.3,0.6,1.0,1.4,15.0,3.0,4.0,21.5,0.0,0.2,0.5,2.3,5.4,0.47,0.472,7.0,
0,Jericho Sims,2021-22,23.0,['NYK'],NBA,PF,52.0,16.0,15.6,1.6,2.1,0.776,0.3,0.7,0.75,4.7,0.5,1.8,3.4,0,12.0,['TEXAS'],https://www.basketball-reference.com/req/202106291/images/headshots/simsje01.jpg,0,0,0,28,2021,1.9,2.8,0.3,0.5,0.5,14.0,3.0,3.0,15.6,0.0,0.0,0.0,1.6,2.0,0.783,0.776,3.0,
0,Terence Stansbury,1984-85,23.0,['IND' 'SEA'],NBA,SG,74.0,17.0,18.0,2.8,6.2,0.459,1.4,1.8,0.811,1.9,2.8,2.8,7.1,0,25.0,['TEMPLE'],,0,0,0,15,1984,0.5,1.5,0.8,0.2,1.9,8.0,11.0,4.0,18.7,0.3,0.7,0.379,2.8,5.9,0.476,0.465,2.0,
0,Carey Scurry,1985-86,23.0,['UTA' 'TOT' 'NYK'],NBA,SF,78.0,5.0,15.4,1.9,4.0,0.5,1.4,1.9,0.701,3.1,1.7,2.7,5.0,1,21.0,['LONGISLAND'],,0,0,0,13,1985,1.4,1.9,1.6,0.8,1.4,11.0,6.0,5.0,22.2,0.1,0.3,0.375,1.8,3.7,0.509,0.506,5.0,
0,DaJuan Summers,2009-10,22.0,['DET' 'NOH' 'LAC'],NBA,SF,44.0,6.0,13.9,1.9,4.3,0.431,0.6,0.9,0.778,1.5,0.7,2.1,4.5,0,13.0,['GEORGETOWN'],https://www.basketball-reference.com/req/202106291/images/headshots/summeda01.jpg,0,0,0,5,2009,0.5,1.0,0.5,0.2,0.6,6.0,2.0,3.0,10.6,0.4,1.1,0.429,1.5,3.3,0.469,0.471,1.0,
0,Dale Schlueter,1968-69,23.0,['SFW' 'POR' 'PHI' 'ATL' 'BUF' 'PHO'],NBA,C,81.0,,33.2,4.4,8.3,0.525,3.0,4.0,0.76,10.6,3.5,3.4,11.7,0,26.0,['COLORADOST'],,0,0,0,8,1967,1.0,2.4,0.4,0.6,1.5,22.0,10.0,4.0,5.0,,,,,,,,3.0,2.0
0,Dwayne Schintzius,1990-91,22.0,['SAS' 'SAC' 'NJN' 'IND' 'LAC' 'BOS'],NBA,C,43.0,11.0,12.1,1.6,3.7,0.445,0.6,1.0,1.0,3.6,0.6,2.0,3.8,0,17.0,['FLORIDA'],,0,0,0,24,1990,1.3,2.3,0.4,0.8,0.8,12.0,5.0,2.0,14.5,0.1,0.1,0.5,1.6,3.6,0.445,0.445,4.0,
0,Doug Smith,1991-92,22.0,['DAL' 'BOS'],NBA,PF,79.0,42.0,25.0,4.7,10.9,0.435,1.3,1.6,0.835,5.4,1.7,4.6,10.4,0,36.0,['MISSOURI'],,0,0,0,6,1991,1.7,3.8,1.0,0.9,1.9,14.0,8.0,4.0,26.4,0.0,0.2,0.222,4.7,10.9,0.438,0.437,5.0,
0,Lonnie Shelton,1976-77,21.0,['NYK' 'SEA' 'CLE'],NBA,PF,82.0,81.0,32.9,6.3,12.9,0.53,2.6,3.9,0.875,7.7,3.1,4.4,14.9,0,41.0,['OREGONST'],,1,1,0,8,1976,2.7,5.0,1.6,1.4,2.9,19.0,10.0,8.0,27.6,0.0,0.1,0.2,6.3,12.8,0.532,0.531,7.0,1.0
0,Daniel Santiago,2000-01,24.0,['PHO' 'MIL'],NBA,C,54.0,28.0,13.1,1.4,3.0,0.5,1.1,1.7,0.727,2.4,0.7,2.5,4.0,0,15.0,['NMEXICO' 'STVINCENT'],,0,0,0,,,0.6,2.3,0.4,0.4,0.9,8.0,2.0,2.0,14.8,0.0,0.0,,1.4,3.0,0.5,0.5,3.0,
0,Derek Strong,1991-92,23.0,['WSB' 'MIL' 'BOS' 'LAL' 'ORL' 'LAC'],NBA,PF,82.0,24.0,28.2,4.5,10.6,0.457,3.8,4.8,0.82,7.4,1.0,2.4,12.7,0,27.0,['XAVIER'],,0,0,0,20,1990,2.6,4.7,0.6,0.4,1.3,16.0,4.0,3.0,23.1,0.2,0.3,0.5,4.5,10.6,0.457,0.478,2.0,
0,Brandon Sampson,2018-19,21.0,['CHI'],NBA,SG,14.0,2.0,15.3,2.0,4.3,0.467,0.3,0.4,0.667,1.1,0.7,1.4,5.1,0,12.0,['LSU'],https://www.basketball-reference.com/req/202106291/images/headshots/sampsbr01.jpg,0,0,0,,,0.2,0.9,0.6,0.2,0.9,3.0,2.0,3.0,8.9,0.8,2.1,0.379,1.2,2.2,0.548,0.558,1.0,
0,Sam Stith,1961-62,24.0,['NYK'],NBA,SG,32.0,,13.8,1.8,5.1,0.364,0.7,1.2,0.605,1.6,1.9,1.7,4.4,0,15.0,['STBONNY'],,0,0,0,1,1960,,,,,,7.0,5.0,,,,,,,,,,,
0,Stromile Swift,2000-01,21.0,['VAN' 'MEM' 'HOU' 'TOT' 'NJN' 'PHO'],NBA,PF,80.0,26.0,26.5,4.3,9.0,0.6,3.2,4.5,0.758,6.3,0.7,3.0,11.8,1,31.0,['LSU'],https://www.basketball-reference.com/req/202106291/images/headshots/swiftst01.jpg,0,0,0,2,2000,2.4,4.0,0.8,1.7,1.8,16.0,4.0,4.0,25.3,0.1,0.1,1.0,4.3,8.9,0.6,0.6,8.0,
0,Shawnelle Scott,1996-97,24.0,['CLE' 'SAS' 'DEN'],NBA,C,41.0,10.0,12.0,1.8,3.6,0.5,0.4,1.0,0.667,4.9,0.4,2.3,3.9,0,14.0,['STJOHNS'],,0,0,0,16,1994,2.5,2.4,0.2,0.3,0.7,14.0,2.0,2.0,15.8,0.0,0.0,,1.8,3.6,0.5,0.5,4.0,
0,Thabo Sefolosha,2006-07,22.0,['CHI' 'TOT' 'OKC' 'ATL' 'UTA' 'HOU'],NBA,SG,82.0,82.0,31.2,3.2,7.6,0.505,1.7,2.1,0.884,5.2,2.0,2.3,8.5,1,28.0,,https://www.basketball-reference.com/req/202106291/images/headshots/sefolth01.jpg,0,0,0,13,2006,1.2,4.0,1.7,1.1,1.3,13.0,7.0,7.0,24.0,1.3,3.2,0.437,2.8,6.0,0.595,0.597,4.0,
0,Ossie Schectman,1946-47,27.0,['NYK'],BAA,,54.0,,,3.0,10.9,0.276,2.1,3.3,0.62,,2.0,2.1,8.1,0,19.0,,,0,0,0,,,,,,,,,,,,,,,,,,,,
0,Marcus Smart,2014-15,20.0,['BOS'],NBA,PG,80.0,71.0,32.9,4.3,11.4,0.422,2.7,3.4,0.836,4.2,6.3,3.0,13.1,0,37.0,['OKSTATE'],https://www.basketball-reference.com/req/202106291/images/headshots/smartma01.jpg,0,0,0,6,2014,1.2,3.2,1.8,0.5,2.4,11.0,15.0,8.0,33.2,2.3,6.6,0.364,2.5,5.3,0.519,0.533,4.0,1.0
0,Art Spector,1946-47,26.0,['BOS'],BAA,,59.0,,,2.2,8.4,0.3,1.5,2.7,0.652,,1.3,2.4,6.0,0,19.0,,,0,0,0,,,,,,,,,4.0,,,,,,,,,,,
0,Jose Slaughter,1982-83,22.0,['IND'],NBA,SG,63.0,1.0,8.2,1.4,3.8,0.374,0.6,0.9,0.644,1.1,0.8,1.5,3.6,0,11.0,['PORTLAND'],,0,0,0,20,1982,0.5,0.5,0.6,0.1,0.7,5.0,5.0,4.0,11.1,0.1,0.7,0.22,1.3,3.1,0.406,0.393,1.0,
0,Keith Smith,1986-87,22.0,['MIL'],NBA,SG,42.0,4.0,11.0,1.4,3.6,0.38,0.5,0.7,0.75,0.8,1.0,1.8,3.3,0,15.0,['LOYOLAMARY'],,0,0,0,21,1986,0.3,0.5,0.6,0.1,0.7,3.0,9.0,3.0,13.3,0.1,0.2,0.333,1.3,3.4,0.383,0.39,1.0,
0,John Smith,1968-69,24.0,['DLC' 'TOT' 'PTP' 'NYA'],ABA,C,77.0,,28.2,3.2,8.1,0.397,1.5,2.8,0.714,10.5,1.1,4.3,7.9,1,24.0,,,0,0,0,9,1968,3.5,7.0,,,1.5,18.0,3.0,,,0.0,0.1,0.0,3.2,8.1,0.398,0.397,,
0,Wayne Sappleton,1984-85,24.0,['NJN'],NBA,PF,33.0,0.0,9.0,1.2,2.6,0.471,0.4,1.0,0.412,2.3,0.2,1.5,2.9,0,9.0,['LOYOLACHI'],,0,0,0,15,1982,0.8,1.4,0.2,0.1,0.6,11.0,1.0,2.0,6.1,0.0,0.0,,1.2,2.6,0.471,0.471,1.0,
0,Kenny Satterfield,2001-02,20.0,['DEN' 'TOT' 'PHI'],NBA,PG,39.0,6.0,19.1,2.3,7.5,0.367,1.0,1.3,0.783,1.6,3.0,1.4,5.6,1,21.0,['CINCY'],,0,0,0,25,2001,0.5,1.0,0.9,0.1,1.6,7.0,12.0,3.0,13.7,0.2,1.3,0.259,2.1,6.2,0.384,0.384,1.0,
0,Billy Schaeffer,1973-74,22.0,['NYA' 'TOT' 'VIR'],ABA,SF,59.0,,16.7,2.9,5.8,0.497,1.3,1.7,0.889,2.9,0.9,2.4,6.6,1,22.0,['STJOHNS'],,0,1,0,5,1973,0.9,1.9,0.4,0.2,0.9,10.0,5.0,1.0,0.3,0.1,0.5,0.286,2.9,5.8,0.504,0.5,,
0,Steve Stipanovich,1983-84,23.0,['IND'],NBA,C,82.0,81.0,34.1,5.3,11.2,0.503,3.8,4.5,0.837,8.3,2.6,3.8,13.7,0,34.0,['MISSOURI'],https://www.basketball-reference.com/req/202106291/images/headshots/stipast01.jpg,0,0,0,2,1983,2.3,6.3,1.3,1.2,2.2,16.0,10.0,6.0,34.4,0.0,0.2,0.25,5.2,11.1,0.504,0.503,5.0,1.0
0,Belus Smawley,1946-47,28.0,['STB' 'TOT' 'SYR' 'BLB'],BAA,SG,61.0,,12.6,6.0,16.0,0.389,4.3,5.1,0.859,3.0,3.5,2.6,15.5,1,30.0,,,0,0,0,,,,,,,,6.0,8.0,,,,,,,,,,,
0,Jack Sikma,1977-78,22.0,['SEA' 'MIL'],NBA,PF,82.0,82.0,37.2,7.3,16.0,0.499,5.5,6.4,0.922,12.7,4.2,4.0,19.6,0,39.0,['ILWESLEYAN'],https://www.basketball-reference.com/req/202106291/images/headshots/sikmaja01.jpg,7,1,0,8,1977,2.8,9.9,1.2,1.3,3.1,25.0,10.0,9.0,35.2,1.0,2.8,0.38,7.3,15.9,0.5,0.499,7.0,3.0
0,Day'Ron Sharpe,2021-22,20.0,['BRK'],NBA,PF,48.0,8.0,12.2,2.7,4.7,0.577,0.8,1.3,0.636,5.0,0.8,1.9,6.2,0,20.0,['UNC'],https://www.basketball-reference.com/req/202106291/images/headshots/sharpda01.jpg,0,0,0,29,2021,2.5,2.5,0.3,0.7,0.9,14.0,4.0,2.0,21.9,0.1,0.2,0.545,2.6,4.4,0.592,0.584,3.0,
0,Glen Selbo,1949-50,23.0,['SHE'],NBA,,13.0,,,0.8,3.9,0.196,1.7,2.2,0.759,,1.8,1.2,3.2,0,8.0,,,0,0,0,2,1947,,,,,,,4.0,,,,,,,,,,,
