,Name,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MidSeasonTrade,"Career high, Points","Career high, Rebounds","Career high, Assists","Career high, Steals","Career high, Blocks","Career high, Game Score",College,Image URL,All Star Games,Championships,HOF,Pick #,Draft Year,Triple-Doubles
0,Chris Clemons,2019-20,22.0,['HOU'],NBA,SG,33.0,0.0,8.8,1.7,4.3,0.401,1.1,3.2,0.346,0.6,1.1,0.571,0.532,0.3,0.3,0.909,0.1,0.8,0.9,0.8,0.3,0.2,0.6,0.8,4.9,0,19.0,4.0,9.0,2.0,2.0,16.0,['CAMPBELL'],https://www.basketball-reference.com/req/202106291/images/headshots/clemoch01.jpg,0,0,0,,,
0,Dallas Comegys,1987-88,23.0,['NJN' 'SAS'],NBA,PF,75.0,17.0,16.7,2.5,5.1,0.487,0.0,0.0,0.0,2.5,5.1,0.49,0.487,1.6,2.4,0.707,1.7,2.2,3.5,0.9,0.6,0.9,1.5,2.4,6.5,0,21.0,13.0,4.0,3.0,5.0,18.0,['DEPAUL'],,0,0,0,21,1987,
0,Joe Cooke,1970-71,22.0,['CLE'],NBA,SG,73.0,,9.9,1.8,4.7,0.393,,,,,,,,0.7,0.8,0.814,,,1.6,1.3,,,,1.8,4.3,0,23.0,7.0,8.0,,,,['INDIANA'],,0,0,0,9,1970,
0,Wilt Chamberlain,1959-60,23.0,['PHW' 'SFW' 'TOT' 'PHI' 'LAL'],NBA,C,82.0,,48.5,20.0,39.5,0.727,,,,,,,,10.4,17.0,0.613,,,27.2,8.6,,,,2.6,50.4,1,100.0,55.0,21.0,,,,['KANSAS'],https://www.basketball-reference.com/req/202106291/images/headshots/chambwi01.jpg,13,2,1,3,1959,78.0
0,Chink Crossin,1947-48,24.0,['PHW'],BAA,,64.0,,,2.9,9.0,0.349,,,,,,,,1.2,1.6,0.782,,,,2.3,,,,2.2,7.0,0,20.0,,11.0,,,,,,0,0,0,6,1947,
0,Ray Corley,1949-50,22.0,['SYR' 'TOT' 'BLB' 'TRI' 'FTW'],NBA,,60.0,,8.1,2.0,6.2,0.341,,,,,,,,1.3,2.0,0.833,,,2.4,2.1,,,,2.3,5.2,1,20.0,1.0,5.0,,,,['GEORGETOWN'],,0,0,0,,1949,
0,Mark Crow,1977-78,23.0,['NJN'],NBA,SF,15.0,,10.3,2.3,5.3,0.438,,,,,,,,0.9,1.3,0.7,0.9,0.9,1.8,0.5,0.3,0.1,0.8,1.6,5.6,0,16.0,6.0,3.0,,,11.4,['DUKE'],,0,0,0,1,1977,
0,Chubby Cox,1982-83,27.0,['WSB'],NBA,SG,7.0,0.0,11.1,1.9,5.3,0.351,0.0,0.3,0.0,1.9,5.0,0.371,0.351,0.4,0.9,0.5,1.0,0.4,1.4,0.9,0.0,0.1,1.3,2.3,4.1,0,10.0,4.0,4.0,,1.0,2.3,['VILLANOVA' 'SANFRAN'],,0,0,0,7,1978,
0,George Carter,1967-68,24.0,['DET' 'WSA' 'VIR' 'TOT' 'PTC' 'CAR' 'NYA' 'MMS' 'UTS'],NBA,SF,83.0,,41.0,8.2,19.1,0.5,0.4,1.2,0.538,8.2,18.9,0.5,0.5,5.4,6.4,1.0,2.8,5.4,8.0,3.1,1.1,0.4,3.1,3.9,21.4,1,40.0,17.0,9.0,5.0,1.0,,['STBONNY'],,1,0,0,2,1967,
0,Bob Carney,1954-55,22.0,['MNL'],NBA,SG,19.0,,12.8,1.3,3.4,0.375,,,,,,,,1.1,2.1,0.525,,,2.4,0.8,,,,1.9,3.6,0,11.0,8.0,3.0,,,,['BRADLEY'],,0,0,0,2,1954,
0,Freddie Crawford,1966-67,25.0,['NYK' 'TOT' 'LAL' 'MIL' 'BUF' 'PHI'],NBA,SG,81.0,,20.9,4.2,8.7,0.482,,,,,,,,1.9,3.2,0.682,,,2.9,2.9,,,,2.8,10.3,1,29.0,10.0,9.0,,,,,,0,0,0,1,1963,
0,Jamal Cain,2022-23,23.0,['MIA'],NBA,PF,18.0,0.0,13.3,2.1,3.7,0.561,0.4,1.1,0.35,1.7,2.6,0.652,0.614,0.9,1.2,0.773,0.8,2.1,2.9,0.7,0.6,0.1,0.3,1.2,5.4,0,18.0,7.0,3.0,2.0,1.0,16.9,['MARQUETTE' 'OAKLAND'],https://www.basketball-reference.com/req/202106291/images/headshots/cainja01.jpg,0,0,0,,,
0,Geoff Crompton,1978-79,23.0,['DEN' 'POR' 'MIL' 'SAS' 'CLE'],NBA,C,35.0,1.0,10.6,1.0,2.4,0.5,0.0,0.0,,1.0,2.4,0.5,0.5,0.4,0.9,0.6,1.3,2.1,3.4,0.5,0.2,0.4,0.8,1.8,2.2,0,8.0,10.0,3.0,4.0,4.0,6.9,['UNC'],,0,0,0,4,1978,
